Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
10000,2.1632004,62.271186440677965,-0.29332608,0.07247475,1.3263096597235082,1.3263096597235082,0.03988544223040848,0.5645653,0.10122444,9.994619e-05,0.10268783,1.3708674,1.0
20000,1.9843937,21.416666666666668,-0.006364493,0.15182461,3.670985698699951,3.670985698699951,0.03953378575274369,0.6801814,0.09495311,9.9846e-05,0.16897328,0.74696034,1.0
30000,1.8262237,14.86283185840708,0.8464602,0.23828523,4.589299222009372,4.589299222009372,0.0189206055159458,0.9643272,0.0958077,9.974634e-05,0.1548899,0.6973241,1.0
40000,1.6860594,28.04,0.37356225,0.240384,4.440501070939577,4.440501070939577,0.04766145119300255,0.16768408,0.09740053,9.9650315e-05,0.1923616,0.940061,1.0
50000,1.4644951,32.05,0.007226681,0.22961278,4.54000423848629,4.54000423848629,0.03258720578160137,0.13077246,0.098498344,9.954454e-05,0.21279663,0.96683866,1.0
60000,1.3535793,69.375,0.22015277,0.16200729,4.348772093653679,4.348772093653679,0.10365368782853086,0.1579607,0.0994643,9.946058e-05,0.15826237,0.8319525,1.0
70000,1.2952691,45.714285714285715,0.06052854,0.177148,3.2316266014462425,3.2316266014462425,0.09201586893981412,0.051387154,0.09841682,9.9360266e-05,0.22234148,0.6353088,1.0
80000,1.3822525,51.21739130434783,0.14745417,0.19501805,4.388092489346214,4.388092489346214,0.060717038040899715,0.1426298,0.09072755,9.9254554e-05,0.20586856,0.5878878,1.0
90000,1.3649591,57.074074074074076,0.3364091,0.17966938,3.8984410917317427,3.8984410917317427,0.11860634991899133,0.13139345,0.10206136,9.915056e-05,0.22441483,0.5839469,1.0
100000,1.3303864,37.57627118644068,0.48394415,0.18088733,3.3216858435485324,3.3216858435485324,0.09228137361233012,0.18928921,0.09796372,9.904447e-05,0.21145847,0.53307384,1.0
110000,1.3268714,39.96875,0.5202362,0.19967756,3.6342684775590897,3.6342684775590897,0.08657707042584661,0.10857413,0.09875975,9.894217e-05,0.24421677,0.4761983,1.0
120000,1.3757185,36.24590163934426,1.0165185,0.19919014,3.944928839802742,3.944928839802742,0.04347339239126692,0.17820859,0.0978774,9.884815e-05,0.14982152,0.31867775,1.0
130000,1.34559,49.94285714285714,0.9574956,0.1812921,3.3352259116040335,3.3352259116040335,0.09545868846018696,0.13217625,0.10097568,9.874691e-05,0.14973709,0.27792194,1.0
140000,1.3194182,120.3076923076923,0.3637137,0.17582919,1.9049987368858778,1.9049987368858778,0.12901239854713473,0.06954053,0.097089,9.865192e-05,0.1392665,0.29765993,1.0
150000,1.2796572,45.09090909090909,0.6200781,0.14940879,3.185417564348741,3.185417564348741,0.06239436771720648,0.096359834,0.0940457,9.855259e-05,0.14170842,0.24657369,1.0
160000,1.2940606,67.86792452830188,1.2108401,0.13791001,4.3323535885450974,4.3323535885450974,0.1082144709159005,0.2545473,0.10477804,9.8449826e-05,0.16359153,0.2817175,1.0
170000,1.2779187,86.96428571428571,1.0881588,0.10060578,3.116207235625812,3.116207235625812,0.09826586869478758,0.12911111,0.1044682,9.835316e-05,0.12343411,0.26098093,1.0
180000,1.2522671,57.063291139240505,1.4459299,0.07213909,3.4772288784196106,3.4772288784196106,0.07632368868157928,0.14216839,0.09500436,9.825545e-05,0.13193242,0.25040346,1.0
190000,1.2256114,50.55238095238095,2.0257983,-0.015389416,3.9438809775170824,3.9438809775170824,0.07566458772025293,0.19790092,0.10054129,9.814689e-05,0.120751955,0.23000813,1.0
200000,1.1668057,95.71052631578948,1.4657272,0.0043503474,2.581299009291749,2.581299009291749,0.0734525743050893,0.080740504,0.092319146,9.8046025e-05,0.12870187,0.2728212,1.0
210000,1.1216145,64.29629629629629,1.1896851,0.020535044,3.08225969032005,3.08225969032005,0.05146659081111903,0.07498142,0.098943576,9.795857e-05,0.089697674,0.17406021,1.0
220000,1.0879503,58.59493670886076,1.4912282,0.037121747,3.649600543272801,3.649600543272801,0.07420260589928009,0.17265263,0.10216296,9.785404e-05,0.13469033,0.17148915,1.0
230000,1.0657878,62.59154929577465,1.6933633,0.047326595,4.338741053309706,4.338741053309706,0.0725166102185742,0.1981637,0.09707454,9.77498e-05,0.0987325,0.18085419,1.0
240000,1.06673,44.054054054054056,1.5038631,0.026463903,3.899882884058234,3.899882884058234,0.027020130631807325,0.12664837,0.092141576,9.765326e-05,0.06872564,0.1652337,1.0
