Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
10000,2.145942,23.552188552188554,0.36565235,2.0984072861848055,2.0984072861848055,4.859437,0.09909156,9.994661e-05,1.0
20000,2.039371,13.829581993569132,0.69144815,2.1529849487868917,2.1529849487868917,2.400348,0.10098561,9.9850215e-05,1.0
30000,1.9609996,9.745098039215685,1.773173,3.869220238773763,3.869220238773763,1.2456963,0.10027216,9.975116e-05,1.0
40000,1.8992572,8.436567164179104,2.8009968,3.9136784667166595,3.9136784667166595,0.43289652,0.09608101,9.965276e-05,1.0
50000,1.8368002,6.722222222222222,3.5446987,4.265416965992363,4.265416965992363,0.40808535,0.098118216,9.954422e-05,1.0
60000,1.8676568,8.854651162790697,2.4815423,2.795564498846028,2.795564498846028,0.23702109,0.09473543,9.945129e-05,1.0
70000,1.975092,10.65635738831615,1.9294541,2.964339579795969,2.964339579795969,0.25573185,0.097945035,9.935432e-05,1.0
80000,1.6622524,7.078282828282828,3.3019998,4.12268044954591,4.12268044954591,0.56680477,0.09437053,9.9249446e-05,1.0
90000,1.8833529,9.694117647058823,2.8627703,3.708241796142915,3.708241796142915,0.56802833,0.095480874,9.915588e-05,1.0
100000,1.8666219,10.135185185185184,2.8557866,3.274826021495246,3.274826021495246,0.18129283,0.09743474,9.905172e-05,1.0
110000,1.93797,13.00796812749004,1.6209687,2.490927364618059,2.490927364618059,0.34550497,0.100425996,9.8949255e-05,1.0
120000,1.9100418,11.992957746478874,1.7706387,2.6743219160864538,2.6743219160864538,0.3444619,0.10263486,9.885132e-05,1.0
130000,1.8419281,9.460352422907489,2.0970726,3.1655299275786013,3.1655299275786013,0.6098408,0.10034446,9.874266e-05,1.0
140000,1.4826554,6.91871921182266,3.6130407,4.1138792582627,4.1138792582627,0.44508475,0.096678294,9.864703e-05,1.0
150000,1.5842791,10.663622526636225,3.208402,3.4770839536389624,3.4770839536389624,0.20070931,0.103490174,9.855073e-05,1.0
160000,1.6085899,7.956928838951311,3.0323412,3.96257348684507,3.96257348684507,0.7489191,0.101577066,9.844879e-05,1.0
170000,1.5680064,9.218476903870162,2.9851558,3.288612260594964,3.288612260594964,0.79478616,0.09720584,9.834635e-05,1.0
180000,1.9116223,34.11931818181818,0.23883745,-1.6550183828267675,-1.6550183828267675,3.9712796,0.09762708,9.8253215e-05,1.0
190000,1.9034456,64.52380952380952,-1.0308853,-5.484846151064312,-5.484846151064312,6.134534,0.10862257,9.8152304e-05,1.0
200000,1.886666,55.618556701030926,-1.1380432,-4.119385976344347,-4.119385976344347,4.6574574,0.097436175,9.804831e-05,1.0
