Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
1580000,0.63360626,22.0,1.3920556322307875,21.947488584474886,1.2863971,0.21808742,1.39198788673163,0.0015843331022148109,0.005659912,0.10023992,0.0002527293,0.0045706118,0.0036652877
1590000,0.62914884,22.0,1.4024399495166209,20.820861678004537,1.2997127,0.20957701,1.4024399646015124,0.0012430408260404385,0.009342367,0.10036304,0.0002524529,0.004455508,0.006378268
1600000,0.62200713,22.0,1.387199828575831,22.149553571428573,1.293397,0.20388392,1.3872028194101793,0.009239550771716105,0.0041012233,0.09991062,0.0002521751,0.016342144,0.013515095
1610000,0.64293075,22.0,1.3508129453155022,22.113425925925927,1.2908858,0.17641565,1.3508098737371188,0.0038779219533656337,0.018545153,0.097537816,0.0002518696,0.010352468,0.008522803
1620000,0.6296817,22.0,1.4023484155401036,21.108167770419428,1.2945098,0.16250056,1.4023543185745644,0.002791982961241125,0.013700333,0.09522048,0.0002515615,0.0097289765,0.013598542
1630000,0.6240598,22.0,1.3774108154216536,22.100456621004565,1.2777548,0.16078149,1.3774077846035022,0.0042948125232065305,0.009812749,0.10091426,0.00025125174,0.0089386795,0.0070111705
1640000,0.6390642,22.0,1.3894449197603305,21.193693693693692,1.2791451,0.13982928,1.389444933952512,0.003027945445455361,0.005889258,0.09515907,0.0002509421,0.0075292685,0.006944827
1650000,0.624475,22.0,1.3918729144625805,21.979591836734695,1.2972661,0.13375261,1.3918699063952007,0.00377793115103177,0.007893542,0.100640394,0.00025063596,0.0067754807,0.0037599602
1660000,0.6083325,22.0,1.3438384882248515,21.420454545454547,1.2968116,0.13543168,1.3438415366817604,0.004142999257634405,0.03261732,0.11084497,0.00025033084,0.0153104635,0.01639944
1670000,0.6216915,22.0,1.3890861687297738,21.548532731376977,1.2959415,0.11786223,1.3890831728148407,0.0020895905503941414,0.0051497156,0.09788347,0.00025002402,0.005900313,0.005465065
1680000,0.60374844,22.0,1.3663340520764995,21.507972665148063,1.2730323,0.104313396,1.3663340658288883,0.0026801750998065327,0.015988015,0.09741552,0.00024974777,0.0059274375,0.0049302937
1690000,0.60404193,22.0,1.4136797511372887,21.753456221198157,1.2842093,0.09151948,1.413661319306486,0.005289087334352569,0.019308783,0.10207601,0.00024947245,0.0066101784,0.0047071837
1700000,0.6333728,22.0,1.4229880516951587,21.294642857142858,1.3183091,0.07474352,1.4229880922488487,0.005266222718916159,0.014649451,0.09479991,0.00024916505,0.009187071,0.015735831
1710000,0.63583344,22.0,1.3812874168037745,21.864559819413092,1.2726244,0.06646335,1.3811960709175912,0.0025907929923700917,0.0074285283,0.09668265,0.00024885876,0.00505595,0.0034219958
1720000,0.6295114,22.0,1.4003920435596784,21.469248291571756,1.284664,0.05224677,1.4004373761063271,0.002663826260306285,0.00352876,0.09794746,0.00024855326,0.0048413486,0.006626071
1730000,0.63408244,22.0,1.4072611152885084,22.287640449438204,1.3031567,0.04660524,1.407264122534334,0.00406983915201043,0.009994261,0.099887036,0.00024824814,0.007796213,0.004671893
1740000,0.66017306,22.0,1.3927695438155794,21.66743119266055,1.3091389,0.022773815,1.3927664977558163,0.002100689746614347,0.009622095,0.101310216,0.00024794246,0.0066434056,0.0054740673
1750000,0.66887504,22.0,1.4115691383542344,21.420353982300885,1.307259,0.02074722,1.411546761471522,0.0018872990464082321,0.007928083,0.09959243,0.00024763486,0.027149191,0.0053580077
1760000,0.64197165,22.0,1.4176813345276624,21.18918918918919,1.3013035,0.028602159,1.4176962937531847,0.0021082548317015483,0.027311837,0.09961744,0.00024732872,0.0084040705,0.01092163
1770000,0.6690643,22.0,1.3943476765464187,21.70909090909091,1.3104409,0.028991893,1.394344658201391,0.001768642551641361,0.006354826,0.09882516,0.00024705305,0.0064929626,0.006135158
1780000,0.6606897,22.0,1.3623342747822869,21.574610244988865,1.2946529,0.02335437,1.3682266422661482,0.002177473519432757,0.013367492,0.09789992,0.0002467779,0.0061597577,0.008113849
1790000,0.6749275,22.0,1.4023658011692512,20.770419426048566,1.2893047,0.013381984,1.3965284332929069,0.0013817914503780203,0.026429519,0.09878962,0.00024647187,0.0056606615,0.011437731
1800000,0.6789288,22.0,1.4084865739805497,21.05077262693157,1.297682,0.023792852,1.4084806967913184,0.001308455270464238,0.025538703,0.09585839,0.0002461663,0.0058417805,0.014341854
1810000,0.6763127,22.0,1.383586879089245,21.860730593607308,1.2931111,0.020911893,1.383589934540666,0.0008534338026848137,0.011760466,0.09593232,0.00024585813,0.0030920815,0.011065243
1820000,0.65974826,22.0,1.3943286223922786,21.473094170403588,1.2988348,0.023777774,1.3942084939361692,0.001645679100342399,0.017512433,0.09754219,0.00024555257,0.0054940595,0.00993334
1830000,0.6310987,22.0,1.447520621925489,21.415555555555557,1.3148314,0.023069432,1.4474003378268891,0.0022490823779726995,0.02768696,0.099200636,0.00024524672,0.007930326,0.008146308
1840000,0.62666893,22.0,1.373501383779334,21.242761692650333,1.2871944,0.024331722,1.3735073374746105,0.0021426921346347225,0.018508168,0.101082444,0.00024494078,0.006175622,0.009959473
1850000,0.64354265,22.0,1.414370054571579,20.99111111111111,1.3070028,0.02620425,1.4202224113096904,0.0011753253829312866,0.02535007,0.098442465,0.0002446341,0.0048239836,0.009178219
1860000,0.6563379,22.0,1.400423355503929,20.378021978021977,1.306392,0.020794533,1.3946855978615451,0.0012084901556606877,0.017280806,0.097315535,0.0002443276,0.0043827845,0.0043801023
1870000,0.6783,22.0,1.3683090153435402,21.295154185022028,1.2992136,0.02070366,1.3683207742049306,0.001079266937936775,0.019899987,0.09795359,0.0002440509,0.004201262,0.004854722
1880000,0.69378424,22.0,1.3627180117334508,21.81081081081081,1.2584714,0.026681354,1.3627150149361507,0.004037595530446181,0.019164307,0.09551673,0.00024377459,0.011395533,0.015006119
1890000,0.6907552,22.0,1.3956418589535382,21.693181818181817,1.3006972,0.01103787,1.395632774789225,0.0010569272512921915,0.016838351,0.09766283,0.00024346942,0.0041635795,0.008811955
