Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
10000,2.1885228,0.0,-0.15062882,0.08910245,0.0016028763,0.09942911,0.0002998683,0.102288045,1.5140166,-0.9999999310821295,248.0,-1.0000000894069672,0.19000582303851843
20000,2.1034951,0.0,-0.25541794,0.10053637,0.0010972477,0.10533204,0.00029956375,0.15640645,1.3546727,-0.9728249311214313,247.45,-0.9728250883519649,0.3685477804392576
30000,2.0138156,0.0,-0.31347194,0.25737828,0.009580135,0.10120858,0.00029926334,0.4375999,1.400256,-0.9999999310821295,248.0,-1.0000000894069672,1.5012313348706812
40000,1.8184216,0.0,-0.33865136,0.40801626,0.0045663216,0.098047085,0.00029897096,0.39802,0.9706077,-0.9093399327620864,240.38,-0.9074898824399832,1.1609999637822717
50000,1.4286839,0.0,-0.2993605,0.5502064,0.004766476,0.09463675,0.00029865408,0.39529046,0.68809026,-0.8811590244824236,235.45454545454547,-0.8783954326496568,1.140286698937416
60000,1.3218849,0.0,-0.30785558,0.49671572,0.002919288,0.09618563,0.00029833865,0.24942376,0.53716195,-0.7577726648675955,221.6818181818182,-0.768304424441379,0.6691245735906388
70000,1.1731203,0.0,-0.27472344,0.39047846,0.006448573,0.10477288,0.000298066,0.20652302,0.3306175,-0.5140199458738789,191.84,-0.5041565250377266,0.41202261846284477
80000,1.1246433,0.0,-0.1397208,0.2947088,0.011566652,0.09986563,0.0002977572,0.1232266,0.20264062,-0.13296440101849535,148.49333333333334,-0.13292893409729004,0.19987577797224124
90000,1.2110509,0.0,0.01615616,0.22692424,0.01639217,0.10528065,0.00029743873,0.12072619,0.2666896,0.20669351910219538,105.22988505747126,0.19298103587193924,0.13226974494120275
100000,1.2410909,0.0,0.12080538,0.18905775,0.020133737,0.0960515,0.00029715453,0.16596705,0.2861312,0.3016889173737062,94.95238095238095,0.3016888658205668,0.15202767852516402
110000,1.1898205,0.0,0.1432895,0.18753448,0.022331178,0.09814049,0.0002968681,0.12963885,0.26326364,0.41095457186880097,84.80909090909091,0.41095453121445397,0.1181214484534311
120000,1.1384374,0.0,0.19969663,0.19432545,0.017848942,0.09871873,0.00029655354,0.13606815,0.21369556,0.36164105362776255,87.99145299145299,0.37335630660427027,0.12161597483470266
130000,1.1081338,0.0,0.2889651,0.19735259,0.02128466,0.09942703,0.00029624198,0.11097821,0.18098132,0.5106250242970418,74.40625,0.5106249856762588,0.09032003036372771
140000,1.0988431,0.0,0.32533887,0.16932228,0.02143144,0.093109585,0.00029593386,0.11109333,0.1978037,0.5248794079954294,66.8157894736842,0.5248793761589026,0.07593201216475695
150000,1.0600748,0.0,0.30901685,0.1521166,0.019682225,0.092670046,0.00029562414,0.097506866,0.20876566,0.5377692511888104,65.64335664335664,0.5242377513355309,0.06971198523260809
160000,1.0433638,0.0,0.46497738,0.15171857,0.02344379,0.10054454,0.00029534425,0.08473111,0.1618485,0.6859345384114671,46.39732142857143,0.6945729117308345,0.03711863185994194
170000,1.0928248,2.0,0.61355835,0.1522379,0.02138276,0.099762864,0.0002950598,0.085874304,0.18377188,0.8509979662321153,25.665644171779142,0.845050106476421,0.020560658821997525
180000,1.1415882,6.0,0.7695477,0.14983076,0.009856852,0.10406258,0.0002947344,0.06775426,0.16059801,0.9286510998896698,17.014018691588785,0.9286206167810694,0.010753034266689028
190000,1.1497022,10.0,0.82718265,0.096760735,0.0064767413,0.0994963,0.00029445052,0.06634006,0.15301752,0.9126704432587218,19.593220338983052,0.9128333402148793,0.015087080934657873
200000,1.0878808,10.0,0.30050328,0.10362314,0.013591699,0.09560567,0.00029416586,0.0824315,0.18231533,0.19844564907497875,120.2421052631579,0.21116663198521796,0.1019496798733289
210000,1.0050993,10.0,0.31709564,0.103706904,0.017597053,0.095300436,0.00029385457,0.07112433,0.13323149,0.51722224708819,75.28148148148148,0.5060857707525,0.05424113924827372
220000,1.0065888,10.0,0.40684628,0.10393477,0.02271629,0.10555589,0.00029354467,0.06399538,0.08880126,0.6535000217968205,59.36184210526316,0.6534999950151694,0.03927132873612113
230000,1.0784806,11.0,0.52549773,0.09935948,0.018692262,0.100281954,0.0002932309,0.043858163,0.08708974,0.7133493959246313,51.95187165775401,0.7133493723078845,0.02946443877924971
240000,1.0173961,13.0,0.610398,0.08838861,0.013044129,0.100789905,0.00029295162,0.03480388,0.06969771,0.8176600190326572,43.628,0.8172904979512394,0.01668715038912812
250000,0.9745294,16.0,0.77240133,0.09906828,0.0054982966,0.10011218,0.00029267353,0.041337635,0.06715381,0.8811800373698797,28.792284866468844,0.8810179231771782,0.013041684127398836
260000,0.90352976,20.0,0.80526334,0.10009072,0.0033719204,0.10544281,0.000292366,0.030912483,0.04794048,0.8864036235464816,27.501424501424502,0.8866363746876066,0.009294501534234521
270000,0.86516154,23.0,0.8031958,0.10309119,0.001671716,0.09649714,0.0002920601,0.024022004,0.036460333,0.8751551520369314,30.28930817610063,0.8752382614395835,0.00709550688846101
280000,0.85494375,26.0,0.78468686,0.105892494,0.0015768583,0.10046077,0.00029175208,0.020278525,0.025068456,0.8738938140909096,30.593059936908517,0.8736834964165552,0.006705189797636533
290000,0.78803813,30.0,0.8208615,0.097166374,0.0009786813,0.10131315,0.00029144622,0.023061058,0.027892804,0.8933893516212702,25.744,0.8936238980548267,0.007249713775746644
300000,0.82000035,33.0,0.8172996,0.08518252,0.0012951208,0.10106616,0.00029113886,0.021396095,0.029870108,0.8832353069857859,28.344117647058823,0.8831055791846468,0.007612799231817842
310000,0.85064626,36.0,0.7689768,0.08751898,0.0016441254,0.097763844,0.00029082413,0.021201015,0.024979165,0.8557220373591845,35.12635379061372,0.8560397304352441,0.007718538167375386
320000,0.8201233,39.0,0.7803317,0.07768794,0.0006164527,0.092838824,0.00029054613,0.014776015,0.027119812,0.8655135318482723,32.7195945945946,0.8651666896971496,0.005262537078296363
330000,0.8504816,42.0,0.75781566,0.072341606,0.0012506496,0.0969981,0.00029026828,0.015841814,0.017775424,0.8518872508903806,36.15985130111524,0.8519070824282763,0.006222128765969139
340000,0.87291604,45.0,0.78922784,0.06909588,0.0005997191,0.09905124,0.00028995815,0.015193353,0.023919065,0.8694401031369161,31.725490196078432,0.8695490371947195,0.00564448732929913
350000,0.86370957,47.0,0.76481193,0.06467716,0.0008944697,0.09816532,0.00028964807,0.012286423,0.019560339,0.85125872654121,36.27238805970149,0.851139323702499,0.0052618984899261215
360000,0.8657374,50.0,0.78716713,0.07850229,0.00095927005,0.0950743,0.0002893361,0.016036522,0.0152752865,0.8635733965752526,33.177474402730375,0.8639966037899968,0.005871648244629693
370000,0.86406803,53.0,0.7438722,0.066376135,0.0014129276,0.098405056,0.00028905392,0.017870992,0.019005569,0.8538571596486774,35.61172161172161,0.8534664511680603,0.00672356824556045
380000,0.83678156,56.0,0.8050447,0.041526105,0.0009778937,0.10823301,0.00028876952,0.015897878,0.017898353,0.8695664681202057,31.66013071895425,0.8698714839087592,0.007920539099418747
390000,0.821657,58.0,0.7527477,0.06282762,0.0019449741,0.09880133,0.00028846087,0.022827107,0.018881401,0.8377588243011719,39.65447154471545,0.8376070743169242,0.012506904383615887
400000,0.8115824,59.0,0.6898302,0.061350282,0.0028558276,0.09489563,0.00028815077,0.013235602,0.0119098285,0.797707091993417,49.656565656565654,0.7980976839258214,0.006464142891498414
410000,0.7603853,59.0,0.6956213,0.08632419,0.0013997878,0.09582426,0.00028784265,0.008570122,0.009088668,0.8045163593738905,47.97549019607843,0.8041961219380883,0.004288764100969203
420000,0.7148702,59.0,0.70905113,0.02838287,0.001387385,0.09348424,0.00028753263,0.0077800276,0.0057586264,0.8058683135932903,47.65365853658537,0.8058748437137139,0.003669409208544871
430000,0.68171257,59.0,0.6985678,0.020392634,0.001657042,0.10029018,0.00028722524,0.007354766,0.005178225,0.7999764514494349,49.08585858585859,0.8000318677581135,0.004164252625006116
440000,0.7058869,59.0,0.68318784,0.020123396,0.0019845522,0.10355516,0.00028694782,0.008536024,0.007165709,0.7916804338258105,51.18041237113402,0.7914861487224698,0.004526770546969298
450000,0.71076614,59.0,0.68362045,-0.0050014923,0.0017172936,0.096992545,0.0002866696,0.007814134,0.0065039657,0.7903544077796764,51.5,0.7904415745385655,0.004328576220730953
460000,0.73336464,59.0,0.6911094,-0.0434361,0.0017934175,0.093661696,0.00028635963,0.005990106,0.0060977926,0.7967143079256449,49.90816326530612,0.7967143286855853,0.0031639011710411775
470000,0.75895035,59.0,0.69140655,-0.036928114,0.0018022641,0.094688624,0.00028605183,0.0058933315,0.007435107,0.7973824243207798,49.736040609137056,0.7974095202339482,0.003353655510251103
480000,0.7382841,59.0,0.6874279,-0.023089677,0.0016559974,0.101579264,0.00028574344,0.0054855836,0.004741771,0.7875233368496917,50.92227979274612,0.7875026294604485,0.003268574895892157
490000,0.77653235,59.0,0.6934445,-0.04247394,0.0013440303,0.10264842,0.00028543486,0.0043400256,0.0029953257,0.8034006782068774,48.26108374384236,0.8039064489561936,0.00220019061530119
500000,0.76769644,59.0,0.6961418,-0.07442932,0.0017667506,0.09614416,0.0002851264,0.005919796,0.006043397,0.8012686767823883,48.77114427860697,0.8007512839872446,0.003115525636567146
510000,0.75884557,59.0,0.70463467,-0.12268924,0.0013242944,0.0998533,0.00028485016,0.004563852,0.0031332423,0.802643585286223,48.43564356435643,0.8026832114942003,0.0021434317309510812
520000,0.70467883,59.0,0.69817716,-0.13997383,0.0012773864,0.09533416,0.00028457103,0.004230935,0.0036497316,0.8009229684576168,48.834170854271356,0.8008451594246758,0.002073234902292659
530000,0.72685695,59.0,0.6917519,-0.17958187,0.0018523574,0.096244976,0.00028426194,0.0038107682,0.0028068046,0.7994909017295831,49.17910447761194,0.7995478974120451,0.0018697256654026078
540000,0.6915345,59.0,0.6861506,-0.14575915,0.0015402166,0.098263845,0.00028395193,0.004170639,0.0029243485,0.7909092726088397,51.31413612565445,0.7909232456022532,0.002233602820300736
550000,0.6729367,59.0,0.6906433,-0.13047121,0.0013485281,0.099177785,0.00028364517,0.003513484,0.001862765,0.7964217893883814,49.994897959183675,0.7969252056613261,0.0018437220584316065
560000,0.6614462,59.0,0.69526756,-0.19486591,0.0018082929,0.100885585,0.00028333758,0.003453228,0.0029953355,0.8027346816275325,48.36318407960199,0.802166708111763,0.0016609101844369434
