Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
10000,2.1743507,-6.664956392525575,117.41176470588235,-0.30786687,0.012069263,-6.664956296191496,0.09496730991967899,0.3737578,0.09545481,0.00029997414,0.09805689,1.3392872
20000,2.0232935,-4.84889776014738,281.46153846153845,-0.9916004,0.09383868,-4.84889791562007,0.6434129207538297,0.2185897,0.09363198,0.00029992504,0.20511672,1.3074901
30000,1.7905794,-5.62496232436702,327.8666666666667,-1.0445745,0.1588638,-5.624962361653646,0.7680488746749082,0.021763347,0.098339655,0.00029987682,0.18104486,1.322202
40000,1.623839,-6.035878059041921,499.1875,-0.58529353,0.24496797,-6.03587811537769,1.2066309065511405,0.4815926,0.09773954,0.00029982568,0.24052513,0.99904144
50000,1.5556252,-1.6736863127861912,340.80555555555554,-0.086900905,0.26636195,-1.6736863606768786,0.7527349531139609,0.82810795,0.10102086,0.0002997758,0.22229075,0.85911465
60000,1.566459,0.5191906077471795,272.75,0.120054156,0.24055591,0.5191906452528192,0.6242246343404986,1.0102057,0.10733174,0.00029972818,0.19022092,0.8193054
70000,1.5372922,7.796769002240126,376.35714285714283,0.19818379,0.23115884,7.86122055821661,0.7803883242986221,1.060953,0.09816564,0.00029967615,0.17318377,0.8212612
80000,1.5420991,4.235052239190892,288.32142857142856,0.24233235,0.20809624,4.29786359538659,0.6230722200988535,0.59647447,0.10033794,0.00029962417,0.16648181,0.74976367
90000,1.5492358,7.187694304264198,333.5,0.4256568,0.18070784,7.187692879780024,0.600856710056784,1.52353,0.099809475,0.0002995721,0.1586986,0.77889234
100000,1.5631943,2.339213065979647,220.59259259259258,0.39941913,0.17325215,2.339213167714939,0.37581704039540553,0.3655769,0.097713545,0.00029952548,0.14247054,0.8128017
110000,1.528865,3.7096140423442048,419.0,0.3558126,0.15989226,3.9338957952341795,0.7812168555860158,0.6223125,0.09569173,0.00029947847,0.16250384,0.7710583
120000,1.4019257,2.804526419011434,216.31034482758622,0.3212821,0.16475812,2.677698798373413,0.3898693600781068,0.15731135,0.10283651,0.00029942635,0.16541718,0.73632205
130000,1.2783437,2.1059218387401377,187.66666666666666,0.45769107,0.18224202,2.1059218307489873,0.34758471204789504,0.92652833,0.10150556,0.00029937405,0.17139992,0.66776067
140000,1.3424537,3.4707046651237112,508.2,0.43914348,0.18716486,3.470704495837237,0.9198153798119165,0.7500003,0.09559339,0.00029932204,0.17205401,0.6207346
150000,1.3480219,0.32311778680140807,268.35714285714283,0.46510953,0.17714903,0.32311771740757983,0.4381763378291258,1.2661569,0.104860045,0.00029927545,0.1569928,0.65514827
160000,1.282239,4.273729730910997,415.4375,0.40087235,0.1710822,4.273730054831903,0.8173789487336762,0.33631778,0.09850566,0.0002992288,0.16968854,0.62340564
170000,1.2658545,4.630247624144132,546.5555555555555,0.37680534,0.18248267,4.630247998645517,0.8922378579235455,0.17941114,0.09482905,0.00029917626,0.15963165,0.5681692
180000,1.1742868,0.6236989563672608,562.08,0.31824762,0.17459105,0.6236989047944502,0.8892328664362867,0.64760363,0.097058624,0.00029912396,0.15577886,0.51730317
190000,1.296409,4.966405705358167,213.16666666666666,0.4043991,0.17018768,4.9664057663200465,0.3882977172680613,0.19313714,0.10327965,0.0002990722,0.15570676,0.5081641
200000,1.2341535,5.11315013448356,379.2692307692308,0.50407976,0.15621343,5.3717413584239075,0.5902924014744348,1.9709392,0.09728662,0.00029902553,0.14971857,0.518495
210000,1.2895362,0.8093138840988573,204.31578947368422,0.43180147,0.1480253,0.7908073495205841,0.3120453686244314,0.14956732,0.09752699,0.0002989791,0.12808104,0.53988427
220000,1.3178563,4.714434343446303,550.45,0.35232025,0.14211123,4.442318074689914,0.8300309396526289,0.39377072,0.09852606,0.00029892713,0.13404676,0.59584093
230000,1.3435179,1.8358451891786245,482.1,0.39771506,0.14141935,1.8358454999087157,0.855704318266362,0.54031414,0.09692035,0.00029887506,0.14300916,0.65494055
240000,1.3957428,2.882707529804302,403.61538461538464,0.3275673,0.14388481,2.8827074812918094,0.5887025878104256,1.73792,0.09848249,0.00029882247,0.12513487,0.6537612
250000,1.3979485,11.030842779157307,354.0,0.3974261,0.13798809,11.03084296829853,0.5045440404152032,0.74282897,0.10339032,0.00029877064,0.12995715,0.6708524
260000,1.3386139,11.66286728092266,310.05555555555554,0.58020365,0.14161633,11.662867649360482,0.4693590937329443,1.211101,0.102066144,0.00029872393,0.13833895,0.6248597
270000,1.2996836,3.268931966013998,229.14285714285714,0.597716,0.1421868,3.268931800782475,0.3322946857979765,3.1771061,0.10487898,0.0002986767,0.12890951,0.6099049
280000,1.2352095,16.48264007278036,391.6363636363636,0.5776624,0.13681258,16.48263916149418,0.6803911191157319,0.8050774,0.09925763,0.0002986238,0.1313923,0.5143727
290000,1.1481291,6.985180814726784,239.66666666666666,0.7375411,0.13752872,6.985179241796497,0.3776957946568776,1.071566,0.09364807,0.00029857177,0.13777581,0.4660651
300000,1.2282399,10.2105210018906,283.0,0.63923705,0.12884352,10.210520813333613,0.4885313297466685,0.51226526,0.09837894,0.0002985253,0.12637869,0.53213197
310000,1.1425791,-1.813507320437323,356.57142857142856,0.55621135,0.12983091,-1.8135073893660194,0.6122256769865219,0.078818224,0.10102813,0.00029847893,0.13750401,0.5119027
320000,1.094604,15.327977669127836,648.3,0.52761793,0.14280082,15.327977250960576,1.09150366242975,0.73333955,0.10143205,0.0002984275,0.12108636,0.49705666
330000,1.0389572,4.27750836849822,1017.2222222222222,0.31920087,0.13746777,4.277508251743015,1.707467413869583,0.2715996,0.10326062,0.00029837637,0.12760852,0.45460072
340000,1.0554209,-5.6494281321461735,424.5,0.2756733,0.14969689,-5.649427402774755,0.7907799148000777,0.3919537,0.118572295,0.00029832427,0.12766358,0.4304084
350000,1.0880661,-5.488954691579532,413.8888888888889,0.30906317,0.13825883,-5.488954641515231,0.5290751346781488,0.35399237,0.098369524,0.00029827264,0.11016236,0.42351612
360000,1.1549375,3.067958865803875,1258.076923076923,0.3927666,0.1233845,3.0679587351362594,1.7052903265128128,0.6755176,0.100007996,0.0002982215,0.107181504,0.46803275
370000,1.1905962,-1.565868922913255,231.16666666666666,0.34732985,0.11470261,-1.5658687001777138,0.3641796869366469,0.14409818,0.09807559,0.00029817544,0.115367785,0.50071096
380000,1.205673,11.103164952860785,414.4375,0.2973164,0.10954102,11.1031650028078,0.54309759102523,0.102878496,0.10061779,0.00029812902,0.09800253,0.5571692
390000,1.2753818,-0.21882273789465873,623.6363636363636,0.18461905,0.10131745,-0.21882299012111897,0.7247241062789478,0.07946945,0.09446799,0.0002980767,0.100498125,0.59651715
400000,1.3636469,-2.2202216463379507,409.0,0.2107954,0.09099615,-2.2202213882070296,0.533242899691686,0.35483032,0.097944506,0.00029802494,0.07557364,0.7896525
410000,1.384102,2.3008043056482483,963.2941176470588,0.19649416,0.086741045,2.3008044090627577,1.2388213542092084,0.053523134,0.09670629,0.00029797253,0.077242166,0.78620696
420000,1.4111377,1.677471469126995,679.0,0.16542564,0.08026007,1.677471309210663,0.6176101363975249,0.082289964,0.09825321,0.0002979256,0.07800761,0.7856354
