Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2430000,0.38271037,0.0,13.224367,1.5688615,0.09652201,5.1497453e-05,247.05128205128204,36.066081010378326,36.066081010378326,1.0
2440000,0.3725463,0.0,13.100165,1.5254471,0.09731099,5.1286974e-05,247.53333333333333,37.82037776311238,37.82037776311238,1.0
2450000,0.37725133,0.0,13.276258,1.5745795,0.09974422,5.1097333e-05,247.25,35.5800964474678,35.5800964474678,1.0
2460000,0.39835477,0.0,13.292358,1.4417347,0.09877932,5.090597e-05,246.23809523809524,37.14271743123124,37.14271743123124,1.0
2470000,0.37767434,0.0,13.622058,1.4737421,0.107342646,5.0692943e-05,247.5142857142857,35.55169602814648,35.55169602814648,1.0
2480000,0.3801446,0.0,13.375712,1.4348178,0.099072814,5.050218e-05,247.28571428571428,35.804764340563516,35.804764340563516,1.0
2490000,0.37209007,0.0,13.4938755,1.3536456,0.09457191,5.0309267e-05,248.0,36.666937442052934,36.666937442052934,1.0
2500000,0.3615857,0.0,13.419131,1.2699318,0.09886786,5.009622e-05,248.0,36.67280173301697,36.67280173301697,1.0
2510000,0.3637728,0.0,13.320803,1.3492521,0.10123469,4.9905073e-05,248.0,36.433927268516726,36.433927268516726,1.0
2520000,0.3569599,0.0,13.275263,1.4326264,0.09919478,4.9713715e-05,247.81578947368422,36.77385832812335,36.77385832812335,1.0
2530000,0.3621497,0.0,13.162135,1.3312242,0.098767236,4.950136e-05,248.0,35.02272726768671,35.02272726768671,1.0
2540000,0.38065338,0.0,13.408538,1.7682598,0.10021534,4.9289643e-05,245.74358974358975,37.421761858463285,37.421761858463285,1.0
2550000,0.37270764,0.0,12.959549,1.4950445,0.0908497,4.9097136e-05,247.73809523809524,36.58022994086856,36.58022994086856,1.0
2560000,0.37539262,0.0,13.385066,1.6195008,0.098895274,4.890585e-05,247.78947368421052,37.742898865749964,37.742898865749964,1.0
2570000,0.39483,0.0,13.268323,1.7664102,0.10123803,4.869419e-05,246.625,37.646141517453074,37.646141517453074,1.0
2580000,0.3694583,0.0,13.517176,1.7803435,0.09369056,4.8504036e-05,246.71052631578948,36.076948133674826,36.076948133674826,1.0
2590000,0.37459126,0.0,13.1723995,1.5315418,0.091573454,4.831302e-05,248.0,35.96846055984497,35.96846055984497,1.0
2600000,0.4044956,0.0,13.052279,1.3645769,0.10328023,4.8100886e-05,247.4102564102564,35.17807148664426,35.17807148664426,1.0
2610000,0.37250024,0.0,12.874979,1.2269303,0.100601986,4.788927e-05,247.04545454545453,36.356890960173175,36.356890960173175,1.0
2620000,0.38617706,0.0,13.450308,1.5628654,0.09834111,4.769755e-05,247.78947368421052,36.3403617669093,36.3403617669093,1.0
2630000,0.36999014,0.0,13.357224,1.7289909,0.10394645,4.750475e-05,247.225,37.29646956920624,37.29646956920624,1.0
2640000,0.34938234,0.0,13.196875,1.3160716,0.09416055,4.7293222e-05,248.0,36.50144044558207,36.50144044558207,1.0
