Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
400000,1.2349042,1.3973302899530846,766.8,2.0,0.22253384,0.15630972,1.3973302976649695,1.186218761652708,0.08082765,0.09805392,0.0002940811,0.12094978,0.45006436
410000,1.2320216,0.6081933828434062,200.14285714285714,2.0,0.15350541,0.15259911,0.6081933717730408,0.33168091806250494,0.04609039,0.097836934,0.00029392517,0.10696576,0.43213326
420000,1.2056906,4.334810393338251,768.8235294117648,2.0,0.107977174,0.15129416,4.472199565593361,0.9200196211750153,0.06486685,0.10193324,0.00029376958,0.112124816,0.49844804
430000,1.2127371,6.48763595598659,162.14285714285714,2.0,0.26402038,0.15776215,6.1975655100601825,0.34972167670105897,1.0819286,0.10071493,0.0002936292,0.13757882,0.43120524
440000,1.1983967,-1.0832532721035872,749.7142857142857,2.0,0.24591605,0.15388736,-1.0832532946951687,0.45781488849648405,0.037133813,0.09831162,0.0002934867,0.11196412,0.41633764
450000,1.1693581,1.1196030643963328,258.4516129032258,3.0,0.20214856,0.15956615,1.1196030405763844,0.33364679479094655,0.51157,0.10351398,0.00029333023,0.14823069,0.40673193
460000,1.1743656,2.832872892892643,141.0681818181818,3.0,0.43702495,0.20168729,2.866590394971481,0.2923242809605611,0.42724314,0.09852965,0.00029317307,0.15186939,0.4063444
470000,1.1821816,1.8888080532533338,230.47619047619048,3.0,0.39134493,0.17608891,1.8658174745979914,0.48849085032601247,0.21423814,0.0929984,0.00029301725,0.1332646,0.4120686
480000,1.2758538,2.4980210331582406,129.23809523809524,3.0,0.31936222,0.15593834,2.4980210018051423,0.2749696569960742,0.2967991,0.09885615,0.00029287604,0.09001259,0.50313693
490000,1.243144,0.6825054795808849,273.5263157894737,3.0,0.21606459,0.13602494,0.6825054636922904,0.44697684505464214,0.0444165,0.09665313,0.00029273223,0.08940332,0.5046214
500000,1.2184914,1.7176969876466708,152.9375,4.0,0.20011802,0.13004342,1.7176970049613107,0.23917721380712464,0.33034202,0.100818135,0.0002925718,0.08790648,0.5243608
510000,1.1794523,0.6503504339988816,180.11764705882354,4.0,0.3494452,0.1330812,0.6503503954478954,0.2336154100142748,0.19241892,0.09730592,0.00029242167,0.112827145,0.47266543
520000,1.1743505,-1.046908816558315,215.66666666666666,4.0,0.20783444,0.11966758,-1.0469088719734734,0.26238052836722797,0.085754834,0.0990938,0.00029228118,0.09015066,0.46239382
530000,1.1482142,2.099567783471155,360.1764705882353,4.0,0.10565865,0.12119286,2.099567799957396,0.4524216778466807,0.1145798,0.098144256,0.00029212315,0.08959132,0.39612108
540000,1.1560292,0.35006054518212604,191.07142857142858,4.0,0.22151399,0.12885596,0.3500605487716406,0.27362627256661654,0.062423013,0.10124318,0.00029196663,0.08894558,0.56850326
550000,1.152414,0.6116278448300945,287.64285714285717,4.0,0.097275965,0.12573439,0.6116277864491769,0.3755215707101992,0.040575087,0.10703963,0.00029182257,0.1060868,0.49769303
560000,1.160992,1.524924940766522,409.6111111111111,4.0,0.040311765,0.12200338,1.5249248531201554,0.41164759184337324,0.04239782,0.097380266,0.00029168202,0.09293407,0.4723653
570000,1.0988407,-0.058142315072548634,429.44444444444446,4.0,0.032051574,0.13255583,-0.058142381418292644,0.4151923714412583,0.014323391,0.10159483,0.00029152486,0.12252285,0.40162784
580000,1.0620829,-0.9727515785854687,157.88888888888889,4.0,0.051467296,0.13726759,-0.9727517388765823,0.3180173376782073,0.018269118,0.09868865,0.00029136878,0.09911154,0.3842101
590000,1.0265399,1.7647560770718413,389.72727272727275,4.0,0.09016136,0.12287484,1.7647559797666184,0.4266034175895832,0.02457015,0.10241562,0.00029122515,0.07945747,0.31115013
600000,1.0364835,-1.1967472752356636,188.85714285714286,4.0,0.070668146,0.117701635,-1.196747362613678,0.2438244436468397,0.018156637,0.09452559,0.00029108534,0.078726836,0.26960272
610000,1.056913,0.613032243409295,417.5833333333333,4.0,0.045601804,0.123359635,0.6130322043481252,0.5456443431515557,0.28834125,0.097428426,0.0002909275,0.07119485,0.2435493
620000,1.0848073,-0.08820339236990549,121.25,4.0,0.03569912,0.10672277,-0.08820345625281334,0.16273911354255688,0.011844033,0.09797976,0.00029076828,0.06506322,0.2482496
630000,1.0489717,0.7270134049273717,111.75,4.0,0.04710934,0.099404335,0.7270133718848228,0.13421464206961295,0.025477488,0.10316607,0.00029062427,0.04752431,0.22025833
640000,1.0540639,-0.1372611653059721,140.22222222222223,4.0,0.023086065,0.09842556,-0.029752209782600403,0.14072765852324665,0.023575911,0.10072096,0.00029048213,0.05321198,0.23400435
650000,1.0670228,0.13281154713301238,321.5,4.0,0.06369556,0.11588163,0.0458772708976818,0.46855775352853996,0.019830972,0.09735459,0.00029032104,0.059244525,0.23560293
660000,1.089832,-0.5142475259272032,158.875,4.0,0.041727677,0.0961595,-0.5142475850880146,0.1789191560819745,0.041484393,0.093057774,0.0002901739,0.072475605,0.28236857
670000,1.0944446,0.624084543566116,149.66666666666666,4.0,0.10836653,0.09634507,0.6240844792789884,0.17653909294555584,0.03986873,0.10142231,0.00029003198,0.055637814,0.24277365
680000,1.060794,-1.4194435273696269,177.57142857142858,4.0,0.104157835,0.100555584,-1.4194435562406267,0.29239966201462914,0.022062521,0.08939001,0.00028987526,0.06408031,0.2629213
690000,1.0741205,-0.3320003824774176,147.625,4.0,0.06290363,0.11329011,-0.3320004306733608,0.2345699374563992,0.024474915,0.09376099,0.00028971967,0.06652226,0.2966767
700000,1.1151855,-1.0278543846532227,655.7272727272727,4.0,0.011900652,0.1108249,-1.0278544943608459,0.48503559175878763,0.012741413,0.094899625,0.00028957755,0.053538334,0.30047998
710000,1.0962701,0.5842706335031174,100.18181818181819,4.0,0.030928379,0.10067812,0.5842705152251504,0.2308010636744174,0.03207766,0.09436233,0.00028943527,0.058520008,0.31536418
720000,1.1026198,-1.5618250624328438,152.66666666666666,4.0,0.007351433,0.08208576,-1.561825113164054,0.2700073826644156,0.012385029,0.1007369,0.00028927808,0.04975154,0.28626385
730000,1.0786057,-1.3049146610234554,212.83333333333334,4.0,-0.023411127,0.077489436,-1.3049147576093674,0.2712916706999143,0.0017226279,0.098128736,0.00028912004,0.060587324,0.33068627
740000,1.1196803,-0.020947313343197372,660.1176470588235,4.0,-0.0852926,0.09229335,-0.020947356960502695,0.6011711567749872,0.03011409,0.095724195,0.00028896247,0.059791446,0.3889049
750000,1.1676922,1.3595165402330636,658.1764705882352,4.0,0.0017883942,0.12477453,1.3595165215593217,0.3425466215566677,0.07243155,0.09817169,0.0002888205,0.090431094,0.51654655
760000,1.1420598,5.3687675173471785,2024.2307692307693,4.0,0.12618257,0.1335795,5.3687675154707515,1.0121728537532573,0.1217164,0.09620013,0.00028867583,0.08820608,0.4097267
770000,1.106208,5.05491094320911,1747.2727272727273,4.0,0.122517794,0.13831036,5.054910796764234,0.9544767377136106,0.4283565,0.09809562,0.00028851983,0.08789833,0.4845713
780000,1.0957893,0.48835453787990313,514.6086956521739,4.0,0.02785937,0.15144356,0.488354536507131,0.6260813794240517,0.1348105,0.101398885,0.00028836302,0.09124797,0.43261114
790000,1.152222,6.163078872342643,1425.8181818181818,4.0,0.049274962,0.14461198,6.163078889665903,1.8558158081194216,0.06316409,0.096817315,0.00028822207,0.09563904,0.43316814
800000,1.1199703,3.030906334971886,293.5833333333333,5.0,0.05730622,0.13624994,3.0309063049617815,0.9298199012797946,0.1585755,0.10367715,0.00028808197,0.110703245,0.47508106
810000,1.108471,0.8386968207082732,179.34782608695653,5.0,0.12404741,0.15053144,0.8386968172384672,0.22770121896072573,0.22509548,0.10088398,0.00028792286,0.13006516,0.42623156
820000,1.0912925,0.1318193291462731,167.33333333333334,5.0,0.12405121,0.16756062,0.1318193086243583,0.2397127733848086,0.049131878,0.096740305,0.00028777035,0.10715699,0.3653694
830000,1.1439065,-0.34427100595424154,230.6153846153846,5.0,0.11616532,0.16121738,-0.3442710428713589,0.29692996923740095,0.37670937,0.09733133,0.00028762632,0.09260808,0.3897696
840000,1.22736,0.776940467093883,296.1818181818182,5.0,0.12517746,0.120164245,0.7769404151312203,0.4671014725569297,0.116031155,0.09979818,0.0002874699,0.066150405,0.4319941
850000,1.2475944,-0.7196802924333314,236.6,5.0,0.14287995,0.09646825,-0.7196803686858099,0.31364870741963385,0.9119245,0.09304171,0.00028732902,0.0704199,0.38588542
860000,1.206407,0.8466836032368459,406.0,5.0,0.044954147,0.08830454,1.0144426180403205,0.4117991037836129,0.015732136,0.09668354,0.00028718595,0.06475304,0.5160947
870000,1.1682464,7.78600543374885,255.6875,5.0,0.08533217,0.08762741,7.269259828026543,0.3500838940963149,0.041683547,0.09936897,0.00028702762,0.07425842,0.46845397
880000,1.2292097,1.684127222573884,263.4166666666667,5.0,0.17381866,0.08636372,1.6841271515912186,0.3742509802881007,0.03522959,0.10176245,0.00028687232,0.06122002,0.42525297
890000,1.2654424,3.004742898539347,432.4,5.0,0.28236938,0.08012332,3.0047429164260047,0.4788829884608276,0.025927627,0.0996078,0.00028671743,0.05838246,0.47880512
900000,1.2699202,-1.2281518536619842,183.5,5.0,0.09901188,0.07817983,-1.228151947259903,0.268589788058307,0.004506903,0.093042515,0.00028657468,0.065905236,0.4605693
910000,1.2892629,0.40431844221032953,383.94444444444446,5.0,0.06283167,0.085722536,0.40431841473259233,0.3581824786702378,0.023470236,0.091853686,0.00028643198,0.072016224,0.43563205
920000,1.3139801,0.6721944076393603,361.61538461538464,5.0,0.07959706,0.12190678,0.6721943508923425,0.6158338402612851,0.020650556,0.09870587,0.00028627506,0.08849545,0.4493037
930000,1.3664262,1.910129864792586,339.9375,5.0,0.15571135,0.12528934,1.9101297438191978,0.46239684280590154,0.10961516,0.09987801,0.00028611897,0.09246523,0.5078135
940000,1.3445306,1.3219727585924024,567.6666666666666,5.0,0.13223654,0.15078233,1.321972786588897,0.9356917464756407,0.14995359,0.09160218,0.00028597622,0.10441439,0.5078491
950000,1.3495843,-0.16781935623455663,600.4444444444445,5.0,0.16679223,0.13164559,-0.16781941031674957,0.857867467113667,0.09040865,0.10556416,0.00028583466,0.08525118,0.45293793
960000,1.2930444,0.19181377397706875,115.23076923076923,5.0,0.079840675,0.12520099,0.19181374403146598,0.1549047645396338,0.01652405,0.10510594,0.00028567825,0.1000943,0.5040836
970000,1.2968559,-0.49757728904985976,204.1875,5.0,0.01753943,0.13891321,-0.4975773098782862,0.5878238781588152,0.01971855,0.0933555,0.00028552228,0.08673521,0.52264094
980000,1.3405166,0.6818836888194528,613.4444444444445,5.0,0.045699872,0.105670094,0.6818836501030066,1.127521044988599,0.020908412,0.09626953,0.00028536626,0.05180353,0.46871477
990000,1.3307748,0.04324095156043768,114.4,5.0,0.0076350276,0.088590905,0.04324086904525757,0.14122782472986728,0.027113881,0.09619987,0.00028522668,0.056432884,0.4648607
1000000,1.2971035,-0.10518938609906896,138.8181818181818,5.0,-0.015134422,0.08872412,-0.10518942096016624,0.21312262733805587,0.01173351,0.0996898,0.00028508622,0.064871505,0.44767976
1010000,1.2851497,0.7003736180874208,114.33333333333333,5.0,0.013135613,0.08948596,0.7003735502560934,0.14363105253626904,0.011249993,0.09704978,0.00028492717,0.0662571,0.49867702
1020000,1.3205498,1.3962484202680312,182.42857142857142,5.0,0.030935928,0.09008123,1.396248310804367,0.22197862235563143,0.013453538,0.099799626,0.00028477033,0.06732412,0.49093562
1030000,1.3429861,0.545754843712843,333.27272727272725,5.0,0.042596493,0.11792861,0.5457547908775847,0.5173380863641135,0.019156225,0.09541128,0.00028461512,0.079239525,0.58342874
1040000,1.3500121,1.3128709711068551,317.90909090909093,5.0,0.1810193,0.1363985,1.3128709103053346,0.41567130577327177,0.03392959,0.09157002,0.00028447591,0.08091297,0.52492726
1050000,1.3483222,-0.13046502987310354,206.28571428571428,5.0,0.15490894,0.12311633,-0.13046509958821112,0.2705052278137633,0.05330055,0.09954212,0.0002843365,0.07884662,0.48099512
1060000,1.3830065,-0.4164476390843327,651.4285714285714,5.0,0.17440736,0.12466038,-0.4164476631193888,0.5096573898335919,0.070026584,0.10012758,0.0002841793,0.07340956,0.5453743
1070000,1.3795964,0.09580303720392033,676.9230769230769,5.0,0.13621496,0.12031203,0.09580296180600237,0.36915053642139983,0.012750745,0.09392986,0.00028402172,0.06751249,0.4717222
1080000,1.3648847,-0.30839880877597764,139.72727272727272,5.0,0.09973141,0.106181346,-0.3083988997069272,0.17338449296287514,0.018244047,0.09367794,0.00028387932,0.060959175,0.49859658
1090000,1.4099224,-0.020057023144685306,89.6923076923077,5.0,0.022872861,0.100426786,-0.02005707759123582,0.17342643497081903,0.020992761,0.09330666,0.00028373662,0.06903801,0.5439309
1100000,1.4291216,2.6028853814965074,811.5,5.0,0.086312465,0.11553452,2.6028852936868003,0.660152461923038,0.035996858,0.096972235,0.0002835787,0.07061247,0.5880646
1110000,1.4188921,1.6714204424060881,85.66666666666667,5.0,0.18858527,0.12032195,1.6714203834533692,0.11439910400658845,0.023593731,0.10120759,0.00028342244,0.070534036,0.59029055
1120000,1.3635432,-0.022692443870314334,689.6153846153846,5.0,0.2136524,0.12394748,-0.02269244847446572,0.3231586819837013,0.031248156,0.09493908,0.00028326683,0.07367574,0.5235468
1130000,1.3528914,4.482979561361023,892.0,5.0,0.12763919,0.10744126,4.482979458067336,0.39242941127546754,0.030842703,0.09465422,0.00028311223,0.08650557,0.4819995
1140000,1.3910629,6.741671849727728,468.3,5.0,0.09850471,0.10102359,6.741671889079546,0.6307254161685705,0.19399844,0.09953505,0.00028297032,0.068907656,0.4687794
1150000,1.4436722,-0.4601781023137533,199.57894736842104,5.0,0.039740637,0.1071734,-0.46017816212904444,0.2427867213019023,0.033435356,0.09849127,0.00028282852,0.07026075,0.5278798
1160000,1.4372263,0.020440203525746863,175.16666666666666,5.0,0.079364,0.09192575,0.020440136392911274,0.19170526678984365,0.030446019,0.09091393,0.0002826712,0.07128549,0.6481999
1170000,1.4462514,-0.8186854754574597,140.3,5.0,0.0067499075,0.09355072,-0.8186855286359787,0.20151689532212913,0.021323426,0.0977573,0.00028253053,0.08172863,0.67673224
1180000,1.4934394,-0.053249805222219414,1190.857142857143,5.0,0.04935721,0.10039516,-0.05324982690801378,0.5892559877995934,0.054704994,0.09262714,0.00028238626,0.07484652,0.77350247
1190000,1.4976794,0.4387576508339641,264.1111111111111,5.0,0.10895385,0.1072375,0.4387576032625052,0.28291262810428935,0.019218212,0.0998379,0.00028222887,0.069669776,0.85083425
1200000,1.5215662,0.5103106847705526,140.22222222222223,5.0,0.049103495,0.097991414,0.5103106167581346,0.15908170698417556,0.048910372,0.097933605,0.00028207208,0.058358442,0.5701856
1210000,1.5181047,1.3456010458155838,621.5555555555555,5.0,0.06439833,0.08427666,1.3456009894897403,0.4676443739897675,0.015332629,0.100286365,0.00028191606,0.046722047,0.5574374
1220000,1.4912916,-0.0964682275080122,129.41666666666666,5.0,0.13091789,0.07557037,-0.09646824995676677,0.19982882278660932,0.021094218,0.09771391,0.00028177298,0.04678627,0.5421498
1230000,1.4576651,-1.2641326510680042,155.14285714285714,5.0,0.057257347,0.07786104,-1.2641327721732003,0.2048332882778985,0.014285171,0.093126126,0.00028163008,0.05508871,0.50414836
1240000,1.4734225,1.0285010327621835,362.75,5.0,-0.0142412335,0.07013582,1.0285009803483263,0.4346371437422931,0.015215648,0.112160444,0.00028147624,0.049489666,0.5320409
1250000,1.4466366,1.7891580550945227,1398.7272727272727,5.0,0.0769545,0.058178406,1.7891580384428176,3.3981443118642676,0.03476436,0.09336183,0.00028131914,0.05074835,0.61732066
1260000,1.4317528,2.7384815446048947,1667.5,5.0,0.07468496,0.09393658,2.7384814836891422,1.2771085806501408,0.027074914,0.09725864,0.00028116404,0.08141384,0.5569967
1270000,1.4225994,1.6002940332406757,1346.076923076923,5.0,0.22409312,0.10736677,1.600293957626036,1.070295932989281,0.18977314,0.09372489,0.0002810223,0.08048466,0.5069948
1280000,1.4172418,-0.2483713641533541,133.3,5.0,0.17277911,0.125982,-0.24837140440940858,0.18986016376875342,0.47766963,0.09878479,0.00028087536,0.09344894,0.56161153
1290000,1.418153,0.1714135691284536,1613.9,5.0,0.17266688,0.132366,0.17141351740017843,2.3575833116658034,0.013263302,0.101437494,0.0002807194,0.073828295,0.5317764
1300000,1.3977624,0.38352099443139565,904.8571428571429,5.0,0.105253205,0.120241605,0.38352095535218517,0.81639204345577,0.014001677,0.10197602,0.00028056354,0.07269927,0.6178561
1310000,1.3796065,0.3820207975142694,92.2,5.0,0.09941536,0.09899843,0.38202076256275175,0.14534963089972736,0.027647546,0.100572765,0.00028042245,0.054211147,0.5541796
1320000,1.3649309,-0.43680725538764487,149.27272727272728,5.0,0.044663843,0.089283444,-0.4368073046207428,0.23662235841832377,0.012451759,0.09031473,0.0002802803,0.06286341,0.4595878
1330000,1.3698877,0.2568077739431626,113.66666666666667,5.0,0.0070989374,0.07763317,0.25680772463480633,0.17561255654113161,0.009402978,0.09943781,0.0002801242,0.03851932,0.4713089
1340000,1.4053419,1.843742242717435,550.8666666666667,5.0,0.19768995,0.07022345,1.8437422279140505,0.7120370955827335,0.034838967,0.102521084,0.0002799646,0.044965245,0.5136291
1350000,1.4296672,0.1785167095228677,478.125,5.0,0.1497899,0.06911286,0.17851658055565167,0.387554214859847,0.023729997,0.099930584,0.00027982387,0.047164746,0.53677434
1360000,1.4193621,0.7371493728875844,148.15384615384616,5.0,0.1958499,0.07531757,0.564154601978916,0.196948177802066,0.030600559,0.098452106,0.0002796829,0.044801567,0.5389355
1370000,1.4060612,-0.06421377477818169,152.5,5.0,0.13434038,0.07416413,0.2554861538940006,0.199594902081622,0.054422904,0.09430923,0.0002795264,0.05853836,0.5869967
1380000,1.3822575,-0.397417710085089,131.44444444444446,5.0,0.0656799,0.084745325,-0.39741778042581344,0.15575428596801227,0.0107956445,0.10151775,0.0002793711,0.055488,0.5783232
1390000,1.3675497,8.486435746874793,1008.5,5.0,0.12026013,0.10789329,8.486435720648968,0.7717934708343819,0.026645437,0.09999854,0.00027922625,0.07367731,0.46009535
1400000,1.330007,0.7235517950581052,989.8125,5.0,0.125841,0.12474994,0.7235517293111116,0.6685000614088494,0.033816993,0.10081383,0.0002790833,0.080237776,0.43900147
1410000,1.3993777,2.2920621806749435,1407.05,5.0,0.11029613,0.11364743,2.2920621573240996,0.7987010888988152,0.023412924,0.10136092,0.00027892817,0.06330344,0.38693756
1420000,1.4130034,0.9633379722659632,173.07142857142858,5.0,0.04118758,0.095505826,0.9633378750711147,0.23842259207075195,0.1285343,0.093606785,0.0002787676,0.06404187,0.44587094
1430000,1.4349959,-0.12122795810075283,362.92857142857144,5.0,0.052656963,0.085933566,-0.12122799615807876,0.42852481032189516,0.03366549,0.096047975,0.00027862427,0.04988023,0.46819162
1440000,1.4544048,-0.2470058027603146,114.66666666666667,5.0,0.053945974,0.07014396,-0.24700584676530626,0.13867076667439607,0.028849062,0.1036373,0.00027848379,0.050765596,0.4885351
1450000,1.4561228,0.7021832506394239,236.85714285714286,5.0,0.06860103,0.08294803,0.7021832076375071,0.3522853698315365,0.034697525,0.10336967,0.00027832782,0.049849432,0.49924788
1460000,1.4584397,0.8823341077889306,293.45454545454544,5.0,0.11502424,0.08298336,0.8823340415084121,0.35801180998202076,0.017353632,0.09775858,0.00027817022,0.0628645,0.5596832
1470000,1.4391866,0.40162372732935,216.44444444444446,5.0,0.09207532,0.0937785,0.40162367702046153,0.21447415577454698,0.018848775,0.09675344,0.00027802424,0.055617973,0.49891007
1480000,1.4089028,0.7387416982603896,170.375,5.0,0.07939054,0.08210506,0.7387415692210197,0.22766899969428778,0.02605624,0.10378516,0.0002778829,0.051847856,0.45526892
1490000,1.4234983,6.781172513225936,1242.5,5.0,0.13331735,0.08625156,6.781172532502512,1.350857646689595,0.04343818,0.10013262,0.00027772435,0.06746614,0.48802805
1500000,1.4139683,0.5907541163660426,130.25,5.0,0.13327353,0.09714632,0.5907540523136655,0.15480670476487526,0.021795604,0.09979216,0.00027756815,0.06595807,0.49016538
1510000,1.4009352,0.09432698511929109,99.35714285714286,5.0,0.16312078,0.09821369,0.09432696737349033,0.14767615630989894,0.023042431,0.09872481,0.00027742417,0.068960294,0.5139803
