Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
10000,2.1885319,0.0,-0.0060920585,-0.051779024,0.0026744122,0.102868654,0.0002998683,0.1134365,1.4873534,-0.9999999310821295,248.0,-1.0000000894069672,0.21366357297087327
20000,2.1021643,0.0,-0.2091934,0.04916337,0.00042304109,0.1037063,0.00029960126,0.12578034,1.2872348,-0.9999999310821295,248.0,-1.0000000894069672,0.38172026260784175
30000,1.868621,0.0,-0.29387373,0.18347132,0.0021521626,0.09890683,0.00029928624,0.3753424,1.1815953,-0.9999999310821295,248.0,-1.0000000894069672,1.2154648140072823
40000,1.4952438,0.0,-0.31724274,0.46854883,0.007125154,0.100374684,0.00029895795,0.4269975,0.8210961,-0.6055202656539111,204.4878048780488,-0.6055203981515838,1.154692116034467
50000,1.3904123,0.0,-0.28765795,0.45788226,0.00996898,0.094936565,0.00029862818,0.27381754,0.56477314,-0.42620232642678146,185.33928571428572,-0.415818237174641,0.6270375308665362
60000,1.2964427,0.0,-0.117185056,0.37132004,0.02263207,0.101011835,0.00029835227,0.22142082,0.45574453,0.027912740185413332,128.61904761904762,0.015850948586183435,0.318845019894926
70000,1.2520853,0.0,0.13897356,0.29075664,0.031436972,0.10245981,0.00029807497,0.1917598,0.41113067,0.5136009338470239,71.25850340136054,0.5084781525463894,0.14469539424854105
80000,1.2172753,0.0,0.30501157,0.24059162,0.026203299,0.0979938,0.00029776804,0.15565434,0.42089874,0.5259805451488945,67.12337662337663,0.5325677302575881,0.10891007278414984
90000,1.1599935,0.0,0.4436267,0.20353006,0.027842257,0.09747133,0.00029745983,0.13826093,0.46146116,0.7181497992986674,44.19383259911894,0.7159780640351144,0.06585805501641803
100000,0.95591176,5.0,0.7069517,0.18749829,0.013941823,0.09697492,0.0002971492,0.10113855,0.34088916,0.909493520247117,19.625541125541126,0.9094381810139679,0.01993388397752463
110000,0.91246605,10.0,0.8729863,0.19532356,0.0024414759,0.09706116,0.0002968409,0.08250485,0.21761462,0.9321269652295987,16.114052953156822,0.9321327936358568,0.013297343120732292
120000,1.252359,10.0,0.4214739,0.20148596,0.0020307903,0.097306944,0.0002965586,0.11707147,0.6682735,-1.0000999310752376,248.025,-1.000100089609623,0.33611594038084147
130000,1.1154826,10.0,0.07808275,0.18795264,0.0015263766,0.09568303,0.0002962732,0.13755344,0.4337593,-0.9641145138884895,246.84375,-0.9641146725043654,0.3884934177622199
140000,1.0100865,10.0,-0.11794626,0.20624752,0.0010627231,0.09973986,0.00029593968,0.11891365,0.25147936,-0.9176904078506466,245.3095238095238,-0.9176905630599885,0.35655371966727434
150000,0.954517,10.0,-0.19509007,0.1791439,0.006102765,0.10064509,0.00029563106,0.098246954,0.18686216,-0.7805150835034014,238.6590909090909,-0.7805152332240884,0.25245328138540074
