Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
10000,2.1786413,122.16,-0.047606234,-0.04816181,-2.0737858311335247,-2.0737858311335247,0.07686737524966399,0.7715776,0.09896041,9.994792e-05,0.09201857,1.3977295,1.0
20000,2.1138313,72.17424242424242,0.17459257,0.023500623,1.1900754290999789,1.1900754290999789,0.10358335900430878,0.5931798,0.09411112,9.985351e-05,0.12596849,0.79161966,1.0
30000,2.1016154,155.29032258064515,-0.30712464,0.08395259,-2.2540619831000055,-2.2540619831000055,0.29110223553808673,0.22312115,0.09584767,9.9753626e-05,0.15995438,0.84423256,1.0
40000,1.8833098,243.175,-1.0461594,0.18409815,-3.0918986082077025,-3.0918986082077025,0.7775851299986243,0.028955135,0.09525188,9.965003e-05,0.26447725,0.94644004,1.0
50000,1.7075719,213.0,-0.9669076,0.20842189,-1.2642423070289872,-1.2642423070289872,0.44265427525070583,0.044425584,0.097042315,9.9549674e-05,0.19589785,0.8632476,1.0
60000,1.6559643,220.75675675675674,-0.8268883,0.18809679,-0.7136388201462595,-0.7136388201462595,0.33265587893363674,0.07109973,0.102324314,9.944914e-05,0.13688588,0.96841526,1.0
70000,1.508635,215.2127659574468,-0.48099267,0.19064367,0.07270967283032158,0.07270967283032158,0.32622261925346474,0.08249809,0.09822841,9.9346216e-05,0.14165191,0.4790248,1.0
80000,1.3992321,187.63829787234042,0.026456473,0.18801098,1.2349619257206819,1.2349619257206819,0.28156758349730954,0.20092034,0.09706035,9.925117e-05,0.1352127,0.53989494,1.0
90000,1.2956477,183.83333333333334,0.18497902,0.17970523,1.262503664104306,1.262503664104306,0.21623281189905746,0.14743607,0.09710504,9.91549e-05,0.11609602,0.33532494,1.0
100000,1.2467233,195.66666666666666,0.13991284,0.16902356,-0.11575214899316126,-0.11575214899316126,0.16875448068413806,0.054921538,0.09612736,9.904837e-05,0.092799716,0.16184148,1.0
110000,1.2338659,165.35849056603774,0.10373672,0.15029149,0.2979802895676006,0.2979802895676006,0.09084432937882163,0.046248306,0.09735613,9.894443e-05,0.048557904,0.05066868,1.0
120000,1.3157239,117.46987951807229,0.5166792,0.1506994,3.0359042864966104,3.0359042864966104,0.06128836595677737,0.21694353,0.099464744,9.884933e-05,0.054901235,0.058426097,1.0
130000,1.2863766,96.5,1.3605812,0.1920744,3.891334572640976,3.891334572640976,0.030476717073193722,0.25012842,0.10148096,9.875483e-05,0.030165445,0.044188686,1.0
140000,1.1505765,138.91044776119404,1.5641878,0.21065639,2.1462036787587055,2.1462036787587055,0.023288793629035354,0.153837,0.09657078,9.8650475e-05,0.015053081,0.026304552,1.0
150000,1.0941559,129.22972972972974,1.0025562,0.16203845,1.6131745874881744,1.6131745874881744,0.07541564398776893,0.092525,0.09620769,9.854648e-05,0.053959884,0.049625732,1.0
160000,1.0289049,86.8125,1.6025509,0.17042439,4.5501838105597665,4.5501838105597665,0.03362038903989222,0.3189546,0.09782031,9.845164e-05,0.038693458,0.032370426,1.0
170000,0.9998573,138.55384615384617,1.7087166,0.20210476,2.0019291765762097,2.0019291765762097,0.14045625408074225,0.14318666,0.094434634,9.835808e-05,0.07433216,0.05545453,1.0
180000,0.9316948,149.0,1.0749626,0.15963079,1.3307956247590482,1.3307956247590482,0.06572107719330234,0.06845643,0.101894476,9.825321e-05,0.047302373,0.051689863,1.0
190000,1.1037604,79.55118110236221,1.5826081,0.14547476,4.101831492213976,4.101831492213976,0.029788632183298764,0.21811232,0.10069915,9.8148594e-05,0.037665866,0.12108616,1.0
200000,1.0053537,204.70454545454547,1.4255514,0.10765177,0.5168130064294452,0.5168130064294452,0.03937316598326322,0.07301807,0.0944352,9.804264e-05,0.016176233,0.067459516,1.0
210000,1.0657871,183.7872340425532,0.7842215,0.062760144,-0.09895435158087283,-0.09895435158087283,0.01661620566108245,0.027835963,0.09938317,9.794799e-05,0.008636884,0.019289404,1.0
220000,1.1304702,91.11881188118812,0.95605177,0.079984106,2.195441554383476,2.195441554383476,0.03614343942136107,0.09378421,0.09761468,9.785177e-05,0.03312131,0.03683319,1.0
230000,1.18857,68.28873239436619,1.8724723,0.04938684,3.95876997163598,3.95876997163598,0.00883907184880358,0.16084084,0.10017574,9.7749056e-05,0.01305415,0.019925283,1.0
240000,1.1299092,106.01086956521739,2.2714152,-0.015102624,3.3965674553598677,3.3965674553598677,0.009891514791748844,0.11812816,0.09578754,9.7644996e-05,0.008898214,0.01998693,1.0
250000,1.1094685,84.17117117117117,1.7960132,0.015585354,2.3498638559665,2.3498638559665,0.02708501402386381,0.07040789,0.092807285,9.755177e-05,0.02932277,0.035802707,1.0
260000,1.1510458,79.968,1.7563874,0.07132538,2.5785070154666903,2.5785070154666903,0.023504354810342194,0.06364584,0.10012207,9.745847e-05,0.024462868,0.03850638,1.0
270000,1.1160951,98.29,1.5572525,0.062116873,1.795967428400965,1.795967428400965,0.025641190373375644,0.04789598,0.09758847,9.7355434e-05,0.02575202,0.03329984,1.0
280000,1.2047875,109.0,1.0795044,0.074091,1.7978721380233764,1.7978721380233764,0.048533681025987284,0.04354638,0.09248906,9.724757e-05,0.041119363,0.12832451,1.0
290000,1.164532,73.2074074074074,1.403898,0.10512336,2.152502835900695,2.152502835900695,0.019900145522680962,0.05653464,0.09734945,9.714383e-05,0.02384465,0.02938677,1.0
300000,1.1237235,86.75892857142857,1.6290002,0.1314151,3.7500541085111245,3.7500541085111245,0.053804179250229414,0.2592345,0.09425655,9.704955e-05,0.06048098,0.11790477,1.0
310000,1.1779965,86.8,1.6543506,0.116363935,3.014483499267827,3.014483499267827,0.015252404771340282,0.12569746,0.10180624,9.6956486e-05,0.015091477,0.034090687,1.0
320000,1.1715857,64.13636363636364,2.3958533,0.13224655,4.735557111439767,4.735557111439767,0.010090974469475641,0.19766611,0.091208175,9.6854405e-05,0.013404037,0.03327425,1.0
330000,1.1338897,76.79527559055119,2.486975,0.12252228,2.7022970872601184,2.7022970872601184,0.012871469735849912,0.06934274,0.0938371,9.6751195e-05,0.0151156355,0.037468087,1.0
