Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
6880000,0.72327465,4.7247887,0.050203618,0.09334423,0.10133662,8.281272e-05,0.028189545,0.08570743,64.22068965517241,6.710408684714087,6.710408684714087,0.019999848650306754,1.0
6890000,0.7628187,4.1872516,0.048557717,0.08862144,0.0983058,8.278662e-05,0.027525634,0.053164452,95.36458333333333,6.807628658367321,6.807628658367321,0.027841838164022192,1.0
6900000,0.7235563,4.58635,0.046826016,0.11006055,0.100010835,8.2760496e-05,0.023028973,0.06794299,69.92517006802721,7.137579800928531,7.137579800928531,0.020172130273731083,1.0
6910000,0.73144084,4.7731814,0.042953324,0.10198557,0.100117154,8.27371e-05,0.0215995,0.029416885,55.83116883116883,6.521456167875947,6.521456167875947,0.014134241239312891,1.0
6920000,0.64926565,5.003244,0.045373593,0.16173083,0.10014187,8.271374e-05,0.024985798,0.03709473,86.78899082568807,8.812001502513885,8.812001502513885,0.02606487949061292,1.0
6930000,0.71051043,5.327237,0.047530483,0.121722415,0.10031376,8.268787e-05,0.022443268,0.051331658,92.01030927835052,9.333233293145895,9.333233293145895,0.022981962703246,1.0
6940000,0.69579715,4.8225226,0.045727063,0.20929484,0.09886642,8.266261e-05,0.022034299,0.03792863,116.82278481012658,9.593646633474133,9.593646633474133,0.035422695871027,1.0
6950000,0.7162406,4.2371125,0.046839036,0.14425907,0.100060165,8.263947e-05,0.0400172,0.09078473,97.91666666666667,6.436796765153606,6.436796765153606,0.0424967131231521,1.0
6960000,0.7710484,4.3996,0.05058194,0.15559523,0.09546275,8.261382e-05,0.036367234,0.08464587,93.77981651376147,6.57174537306942,6.57174537306942,0.0497099920784747,1.0
6970000,0.72362465,5.0325,0.055724654,0.18568787,0.096377075,8.25876e-05,0.024261948,0.040321715,56.98765432098765,7.808992195348798,7.808992195348798,0.013844230270478874,1.0
6980000,0.75238985,4.599593,0.049964637,0.18148248,0.09726116,8.256176e-05,0.026913442,0.058657225,114.7439024390244,8.542619728823988,8.542619728823988,0.03737714136185809,1.0
6990000,0.6961094,4.626148,0.05298372,0.2058394,0.10222922,8.2538405e-05,0.029768452,0.07001031,79.50420168067227,7.698498524094032,7.698498524094032,0.026857982212046192,1.0
7000000,0.70545554,4.9573417,0.047360178,0.25761503,0.10081375,8.251269e-05,0.03080364,0.06495376,78.58928571428571,8.150350808299013,8.150350808299013,0.025158316327308836,1.0
7010000,0.7210086,4.692896,0.04651195,0.1031363,0.099205315,8.248655e-05,0.023302734,0.047562473,79.53731343283582,6.924731615986397,6.924731615986397,0.023280634854072287,1.0
7020000,0.64622575,5.495052,0.045017786,0.08881259,0.10034342,8.24605e-05,0.015231485,0.02398049,76.90677966101696,9.41486548973342,9.41486548973342,0.014995977517327893,1.0
7030000,0.67915255,5.2047014,0.047408313,0.11030443,0.10157633,8.243744e-05,0.021003442,0.030216645,76.9375,9.269834880807759,9.269834880807759,0.01696061815222235,1.0
7040000,0.6722356,5.511405,0.044771884,0.14640257,0.09675492,8.2413535e-05,0.015751744,0.023882663,121.74157303370787,10.908662277326155,10.908662277326155,0.026408119524470686,1.0
7050000,0.6262574,5.7247,0.040584475,0.27432406,0.09820072,8.238737e-05,0.026478643,0.05849771,93.52127659574468,8.926734874405527,8.926734874405527,0.029933963914186523,1.0
7060000,0.6928378,4.766687,0.043060645,0.13183105,0.09431817,8.236073e-05,0.03142345,0.04811855,88.69090909090909,7.200220615213568,7.200220615213568,0.031426169401542706,1.0
7070000,0.6238191,5.085283,0.041852944,0.1038637,0.103473835,8.2336206e-05,0.020134307,0.019998755,92.47,9.562070449980178,9.562070449980178,0.022501299624840758,1.0
7080000,0.60969764,5.174313,0.041118726,0.23551583,0.09489234,8.2312166e-05,0.020260511,0.043075737,83.06666666666666,9.581619780604578,9.581619780604578,0.02075580120998427,1.0
7090000,0.69490325,4.965436,0.044684544,0.20826697,0.10251405,8.2286424e-05,0.03142099,0.04730118,100.46511627906976,8.690722073926482,8.690722073926482,0.03552778682205826,1.0
7100000,0.74128497,4.5619636,0.05032085,0.3123887,0.097395085,8.226305e-05,0.036529943,0.124402896,86.4308943089431,6.353692022765555,6.353692022765555,0.03928600305812509,1.0
7110000,0.6116527,4.4624476,0.04928773,0.104488716,0.09629209,8.223946e-05,0.023558885,0.033366807,68.06164383561644,6.116376499811264,6.116376499811264,0.01890778488619891,1.0
7120000,0.60429436,4.54896,0.043925468,0.112065636,0.10193453,8.221342e-05,0.02448588,0.0222952,92.23157894736842,8.649368853318064,8.649368853318064,0.02638259003012392,1.0
7130000,0.6945246,4.1359487,0.04594736,0.34821147,0.10305704,8.218732e-05,0.03520845,0.074787356,98.23655913978494,6.9023204945748855,6.9023204945748855,0.039719265858112,1.0
7140000,0.6922947,4.3069253,0.048321307,0.12707269,0.098116025,8.216074e-05,0.032234654,0.06360395,95.7090909090909,6.443007233467969,6.443007233467969,0.03671768136661161,1.0
7150000,0.5809469,4.39185,0.04691686,0.09627932,0.09945372,8.213727e-05,0.026123526,0.05558531,92.82178217821782,7.2612020572887195,7.2612020572887195,0.02842043592170397,1.0
7160000,0.72297305,4.2983656,0.047442667,0.11257634,0.10128269,8.211301e-05,0.021212857,0.03652923,116.66666666666667,8.906617189447084,8.906617189447084,0.02957747926432473,1.0
7170000,0.6510425,4.9430914,0.04749361,0.046368662,0.10631114,8.2088736e-05,0.027896285,0.036971934,75.15652173913044,7.664023162989781,7.664023162989781,0.023148533369811927,1.0
7180000,0.580219,5.206588,0.045660917,0.13666186,0.10050944,8.206383e-05,0.0216114,0.019904535,71.55244755244755,8.567347182260526,8.567347182260526,0.017140651398527246,1.0
7190000,0.6380737,5.342182,0.04375521,0.27175063,0.100673094,8.2036626e-05,0.022472087,0.05169828,78.69354838709677,8.658981487399242,8.658981487399242,0.020637594880994228,1.0
7200000,0.7347601,4.491977,0.04576052,0.08784824,0.101443216,8.201292e-05,0.027505351,0.05460573,88.08256880733946,7.070875515179201,7.070875515179201,0.025665958102961833,1.0
7210000,0.6723456,5.2088413,0.041662183,0.09872769,0.0960882,8.198914e-05,0.019142017,0.030739048,68.00699300699301,8.777146116211698,8.777146116211698,0.014677613945124294,1.0
7220000,0.62326485,4.993977,0.039426092,0.119035125,0.095412016,8.1963e-05,0.020837152,0.045620713,58.98136645962733,7.2001787420385375,7.2001787420385375,0.012886423248832362,1.0
7230000,0.68541723,4.75019,0.04127468,0.078608245,0.09685701,8.1936865e-05,0.02867571,0.047373045,72.472,7.962687490701676,7.962687490701676,0.023143886630889027,1.0
7240000,0.7307214,4.566695,0.045557562,0.16067287,0.0979507,8.191286e-05,0.030131243,0.06805968,96.96969696969697,8.612126300431262,8.612126300431262,0.03380159149651952,1.0
7250000,0.8167988,4.6087008,0.044694033,0.16588025,0.100072004,8.1889484e-05,0.028579582,0.08473502,74.54464285714286,8.006902870614972,8.006902870614972,0.02556057532927829,1.0
7260000,0.7901869,4.2592254,0.041489013,0.08541469,0.09886924,8.186354e-05,0.028710458,0.0663038,83.25833333333334,5.868038704164889,5.868038704164889,0.025602358530330306,1.0
7270000,0.867055,3.868169,0.039840315,0.094368584,0.09937975,8.183734e-05,0.03317235,0.11200973,100.94117647058823,6.038353297379937,6.038353297379937,0.03961711432231535,1.0
