Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
10000,2.1533911,30.254355400696863,0.12795383,1.8262455367541814,1.8262455367541814,3.744277,0.09786388,9.994756e-05,1.0
20000,1.7991168,9.53340635268346,1.3499696,3.069762075064869,3.069762075064869,2.7761793,0.10235085,9.985571e-05,1.0
30000,1.5864433,6.985880398671096,2.65392,3.6266765188853474,3.6266765188853474,1.5013022,0.09746931,9.9754034e-05,1.0
40000,1.5287514,8.290174471992653,3.3920646,3.786325640928625,3.786325640928625,0.76411706,0.096260265,9.965229e-05,1.0
50000,1.6916729,10.689695550351288,2.8577123,2.8234471422936376,2.8234471422936376,0.4660956,0.09213252,9.954831e-05,1.0
60000,1.5106213,7.019261637239166,2.9453745,3.142823036849786,3.142823036849786,0.3509074,0.09953577,9.9443845e-05,1.0
70000,1.411428,7.133114215283484,3.0258796,3.1876134487510317,3.1876134487510317,0.52059984,0.096990004,9.93423e-05,1.0
80000,1.2656884,6.880726698262244,3.3368387,3.3318969388943755,3.3318969388943755,0.1645424,0.09694837,9.924072e-05,1.0
90000,1.4344816,8.856837606837606,2.7158773,2.7216177218242796,2.7216177218242796,0.862212,0.0965382,9.91493e-05,1.0
100000,1.863908,64.26851851851852,-0.7002866,-5.886619218521648,-5.886619218521648,3.383513,0.09850232,9.9055236e-05,1.0
110000,1.8639091,78.30088495575221,-1.2655874,-3.4732281613562788,-3.4732281613562788,1.8028723,0.10849126,9.895091e-05,1.0
120000,1.9370736,111.23636363636363,-1.8183635,-3.266476195039494,-3.266476195039494,1.0487615,0.10052287,9.88525e-05,1.0
130000,1.9361926,132.7159090909091,-2.1509666,-3.8187026296826927,-3.8187026296826927,1.0856954,0.103911184,9.8754696e-05,1.0
140000,1.8603437,43.98314606741573,-0.3369788,2.6563172854399415,2.6563172854399415,2.4972897,0.09713502,9.865804e-05,1.0
150000,1.9271562,85.04651162790698,-1.2741331,0.5941519499864689,0.5941519499864689,1.1733321,0.09590643,9.855543e-05,1.0
160000,1.9096106,133.96969696969697,-1.2358015,-2.5024717727845367,-2.5024717727845367,0.5373634,0.10268052,9.845359e-05,1.0
170000,1.8690729,114.81720430107526,-0.5380504,-0.5281377974697339,-0.5281377974697339,0.64744246,0.09754016,9.834736e-05,1.0
180000,1.7540985,74.37692307692308,-0.3555115,0.4117853336609327,0.4117853336609327,0.8031111,0.093837045,9.8253826e-05,1.0
190000,1.6487677,65.3125,-0.27992475,1.4739112154181515,1.4739112154181515,0.7091614,0.09558113,9.815465e-05,1.0
200000,1.6961832,101.1304347826087,0.32205617,-0.24590856452351031,-0.24590856452351031,1.1444254,0.09811557,9.8053264e-05,1.0
210000,1.6608644,52.5,1.0456266,1.5495281909288985,1.5495281909288985,0.9052025,0.08843246,9.7956414e-05,1.0
220000,1.6631848,73.2,1.0473969,2.6036631950112277,2.6036631950112277,0.5740693,0.09815193,9.785041e-05,1.0
230000,1.5965817,64.72,1.387356,1.7894919180870057,1.7894919180870057,0.5764786,0.09771955,9.775322e-05,1.0
240000,1.4580971,35.33198380566802,2.077648,3.472308173353373,3.472308173353373,1.170033,0.10245834,9.765675e-05,1.0
250000,1.4887571,38.14224137931034,1.2044877,1.1077544799652592,1.1077544799652592,1.0258728,0.09982799,9.755402e-05,1.0
260000,1.5081348,47.62926829268293,2.3388689,2.9206404904039895,2.9206404904039895,1.0499566,0.10218491,9.7450924e-05,1.0
270000,1.4877365,20.795402298850576,3.2116191,3.4660660571750554,3.4660660571750554,0.44119653,0.09205715,9.734857e-05,1.0
280000,1.5250217,51.05113636363637,2.093524,2.1919833930198758,2.1919833930198758,0.7043152,0.10263954,9.725143e-05,1.0
290000,1.5631754,82.97413793103448,1.4823557,2.040373165192811,2.040373165192811,0.45925802,0.09664713,9.715803e-05,1.0
300000,1.5005571,42.317535545023695,2.100149,2.805087485302116,2.805087485302116,0.62123096,0.10004766,9.705256e-05,1.0
310000,1.3713272,54.7032967032967,1.9438308,2.7209150629875425,2.7209150629875425,0.68281806,0.10130955,9.6947944e-05,1.0
320000,1.4081445,55.986666666666665,1.6582794,2.269675916393861,2.269675916393861,0.44720924,0.100356,9.685311e-05,1.0
330000,1.3055458,54.23163841807909,2.0119257,2.761845323341814,2.761845323341814,0.33434868,0.10110106,9.675524e-05,1.0
340000,1.37731,54.35928143712575,2.1376662,3.534589667405401,3.534589667405401,0.71845114,0.096947536,9.665087e-05,1.0
350000,1.3300889,55.51162790697674,2.101916,2.7140930674926578,2.7140930674926578,0.2928688,0.092538595,9.654419e-05,1.0
360000,1.3656567,47.10294117647059,2.329237,3.1087781759161577,3.1087781759161577,0.43615693,0.09678632,9.644958e-05,1.0
370000,1.4344231,30.779026217228463,2.5989764,3.4176774745556844,3.4176774745556844,0.5621827,0.102201104,9.635699e-05,1.0
380000,1.350445,40.33891213389121,1.4928346,1.6775731751147438,1.6775731751147438,0.687912,0.09300026,9.625325e-05,1.0
390000,1.2321272,40.048458149779734,2.7945848,3.570786783873772,3.570786783873772,0.24709232,0.0989974,9.614961e-05,1.0
400000,1.3314201,50.970443349753694,2.0921025,2.4042437391558495,2.4042437391558495,0.11810495,0.09807579,9.6046206e-05,1.0
410000,1.1655061,38.3,2.382344,3.2667139588124248,3.2667139588124248,0.53560776,0.09966715,9.594382e-05,1.0
420000,1.1440574,56.68484848484849,2.2507734,2.7912451751304395,2.7912451751304395,0.5769352,0.10030899,9.584091e-05,1.0
430000,1.1736137,50.55329949238579,2.175809,3.425515023282337,3.425515023282337,0.2936732,0.09928981,9.574859e-05,1.0
440000,1.1505823,51.87570621468927,1.4806733,2.0837347849526187,2.0837347849526187,0.47023115,0.09823524,9.565584e-05,1.0
450000,1.1776052,49.56043956043956,1.9978588,2.3474708674373206,2.3474708674373206,0.58442456,0.09764997,9.555266e-05,1.0
460000,1.237357,32.89247311827957,1.9540694,2.668083112154688,2.668083112154688,0.5287916,0.09948076,9.545009e-05,1.0
470000,1.0702287,46.80808080808081,2.440421,2.8683043570078985,2.8683043570078985,0.2847082,0.10212626,9.53471e-05,1.0
480000,0.9791673,35.08303249097473,2.7503562,3.517936876534555,3.517936876534555,0.14254422,0.097419366,9.524451e-05,1.0
490000,0.9833166,30.586750788643535,2.9559894,3.133278747086269,3.133278747086269,0.25610304,0.09206337,9.515073e-05,1.0
500000,0.95854104,29.48253968253968,2.804671,3.6704432786457124,3.6704432786457124,0.5088301,0.09432681,9.505637e-05,1.0
510000,0.97321403,37.13899613899614,2.8743494,3.1193648191262398,3.1193648191262398,0.58023703,0.09503567,9.495374e-05,1.0
520000,1.1712939,33.47826086956522,2.3987591,3.4275645147713405,3.4275645147713405,0.64330006,0.09693952,9.485062e-05,1.0
530000,1.2727789,51.3475935828877,2.1645539,3.0010266602039337,3.0010266602039337,0.58155024,0.0968802,9.475319e-05,1.0
540000,1.2289921,51.64021164021164,2.3555367,2.842383537658308,2.842383537658308,0.27772045,0.09873792,9.465576e-05,1.0
550000,1.2841576,44.3411214953271,2.5018404,2.433180048643986,2.433180048643986,0.93143827,0.09637718,9.4551695e-05,1.0
560000,1.2070588,28.10914454277286,2.6963568,3.29928578001208,3.29928578001208,0.42011937,0.104358315,9.44485e-05,1.0
