Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
8850000,1.6117151,7.043068382577566,148.25,1.4757957,0.0565978,7.043068632483482,0.14249124639172805,1.0136046,0.098117255,0.00025577418,0.056446947,0.4583722
8860000,1.671742,25.571901400739957,325.77777777777777,1.7142545,0.05984932,25.571900790946327,0.27328133028155815,2.4044514,0.0960985,0.00025572215,0.059961952,0.5297703
8870000,1.6671482,12.817360052860376,2360.875,1.3594819,0.058132734,12.81736096274927,1.3121186885364295,2.210406,0.09097847,0.00025567482,0.053524897,0.49272493
8880000,1.6379621,10.080527678602714,481.6,1.3228301,0.07104911,10.0805276101752,0.42033573210101166,3.2840545,0.099512085,0.00025562724,0.12686872,0.39708418
8890000,1.6118977,25.558977104566967,208.375,2.0708706,0.07261993,25.558975254680263,0.24137665145099163,0.85543215,0.09657282,0.0002555743,0.05014674,0.4224433
8900000,1.6021354,41.268566479828216,303.6666666666667,1.9020908,0.06937853,41.268568389727605,0.22808764362707734,3.809924,0.10082378,0.00025552226,0.05013171,0.40481287
8910000,1.54256,34.351815075343985,359.42857142857144,2.5253458,0.055853732,34.35181368834788,0.27912775287404656,3.4822373,0.10632479,0.00025547552,0.052355878,0.45514026
8920000,1.6036488,30.700684384022072,540.0,2.6438003,0.05865363,30.70068406453501,0.28036673786118627,2.3246474,0.09815966,0.0002554288,0.056789607,0.43326935
8930000,1.615893,15.458804264827402,206.15384615384616,2.496751,0.05903831,15.458804452075409,0.2006505821133872,2.100558,0.09627398,0.00025537732,0.057243787,0.40585247
8940000,1.601712,25.760008403022464,132.0,1.6244074,0.08788036,25.76000879208247,0.14338294385621944,2.8553052,0.093671024,0.00025532566,0.06569127,0.42393607
8950000,1.6599506,12.809852279065503,456.44444444444446,1.8662611,0.08396992,12.80985260204383,0.2938018492422998,2.1323097,0.09892498,0.00025527415,0.051786046,0.44738373
8960000,1.5719792,38.71155952993823,431.1818181818182,1.8079468,0.06456364,38.711559827139716,0.24844954450699416,3.5514007,0.09369657,0.0002552226,0.05465715,0.46057582
8970000,1.5980912,37.523471049033105,203.875,1.8456771,0.06883012,37.52347216010094,0.19252329831942916,2.6608973,0.10793869,0.00025517587,0.050602715,0.40938443
8980000,1.5685517,40.23187740091618,878.875,1.8802081,0.06567223,40.23187769515966,0.4422523722751066,3.886275,0.09509939,0.00025512866,0.061169267,0.40458918
8990000,1.5833374,36.23299862097095,211.66666666666666,2.1381145,0.054295648,36.23299916585287,0.24954997189342976,2.0761044,0.10072188,0.00025507648,0.054100476,0.38270822
9000000,1.6135995,21.056835806090383,240.4,1.1414826,0.06617931,21.056831979751585,0.23264141157269477,0.6129748,0.0973268,0.00025502394,0.05236301,0.31359917
9010000,1.5647274,34.93708901210792,160.11111111111111,2.0251982,0.056531142,34.93708975447549,0.16260698427342707,2.0004892,0.10239749,0.00025497185,0.055644583,0.30941662
9020000,1.5671825,23.964638642700656,126.0,1.6179684,0.06466565,23.96463825872966,0.19450345741850988,1.9631027,0.09373316,0.00025492517,0.04797568,0.29766035
9030000,1.5588052,35.9557435138088,395.4,1.7253243,0.061800696,35.95574217705871,0.2594167646020651,2.5165136,0.10510261,0.0002548781,0.049209505,0.30274355
9040000,1.6196952,13.602358034346253,248.0,1.7035794,0.06263035,13.602359215418497,0.2580643544594447,1.7369454,0.09227654,0.00025482636,0.041102488,0.36787277
9050000,1.5540869,28.471887017879634,175.8,2.1414835,0.050701194,28.471886420249938,0.1823716301470995,2.1765606,0.097049706,0.00025477455,0.04037373,0.4072129
9060000,1.56437,46.228477330817604,532.3333333333334,2.568479,0.056099314,46.22847700753155,0.29229972627945244,2.5793614,0.10290768,0.0002547219,0.03776419,0.37319878
9070000,1.6255404,34.63816510154201,145.57142857142858,2.6361642,0.056639433,34.638169773987364,0.11016657416309629,1.8676512,0.09751646,0.00025467476,0.04604252,0.40309626
9080000,1.6567658,30.65004571635874,266.2857142857143,1.9683845,0.04960678,30.650048202599976,0.23919172794558108,2.2749639,0.09709511,0.00025462848,0.047532596,0.40119195
9090000,1.6241887,18.32840292498336,208.42857142857142,1.7553902,0.0738006,21.632404312491417,0.29598168438921374,0.6265176,0.10264365,0.00025457656,0.050528575,0.39445454
9100000,1.6205112,41.281831257064674,166.5,2.0404518,0.060899105,35.170765331813264,0.16112091924462998,1.9548889,0.097330175,0.00025452417,0.0437121,0.49005532
9110000,1.5580063,26.923784308804365,661.0,1.6335614,0.047015794,26.923783028956677,0.3287853274377994,1.2994988,0.100996315,0.00025447202,0.041614756,0.50380075
9120000,1.3905904,49.75317321368493,236.6,1.9414223,0.04666742,49.75317392349243,0.29223805740475656,1.4231269,0.11412849,0.00025442563,0.03169831,0.41902927
9130000,1.3802276,50.75666248445244,195.83333333333334,2.1628566,0.03632208,50.75666222969691,0.21167603662858406,3.5468128,0.09767932,0.0002543793,0.0281027,0.40002328
9140000,1.5264887,42.18971032050571,209.0,1.9481074,0.034761596,42.189711668661666,0.20330354571342468,1.9815506,0.10365137,0.0002543272,0.036735024,0.41592878
9150000,1.4184407,39.3699275586488,163.28571428571428,1.9107487,0.042428654,39.36992672085762,0.1699574472648757,3.0589747,0.102646254,0.000254276,0.03379801,0.36593398
9160000,1.5312891,49.31158390819716,196.0,2.3310797,0.05452168,49.31158024072647,0.26035701607664424,1.9052317,0.10059227,0.00025422423,0.047280706,0.39633867
9170000,1.539909,36.97496056591464,828.125,1.7143506,0.06027317,36.9749615381473,0.34360743407160044,3.5282955,0.09355119,0.00025417237,0.06020053,0.38205498
9180000,1.5564629,51.29836299240585,1494.8,2.920432,0.06263564,51.298363054542506,0.6529375960468314,3.5831232,0.10187997,0.0002541254,0.059782363,0.43576443
9190000,1.6062747,36.443853598367426,145.3,1.8793243,0.06904335,36.44385312795639,0.21127924788743258,3.7265353,0.0997919,0.00025407766,0.06540012,0.44057235
9200000,1.5690963,27.45722107613915,2032.5454545454545,1.7928818,0.07043377,27.457221333033296,0.9322635621407162,2.8022408,0.09077789,0.0002540251,0.06684136,0.48752204
9210000,1.5270938,17.181383073016402,192.0,1.251387,0.06694063,17.18138452434108,0.19853816274553537,2.5407917,0.09556956,0.00025397222,0.07658006,0.5256303
9220000,1.5580949,33.61839251463871,899.8461538461538,1.6552817,0.072112456,33.618391475138694,0.4913480088401299,3.0315413,0.09850186,0.0002539243,0.0769885,0.5613014
9230000,1.5886155,32.91077063977001,183.625,1.8378582,0.06380926,32.91077123209834,0.15511865448206663,3.0107076,0.10309999,0.00025387728,0.067881845,0.5451643
9240000,1.5908581,211.06483399863583,3849.4285714285716,1.681543,0.058648072,211.06483690291046,3.475411012103515,3.0114057,0.09526321,0.00025382492,0.058647163,0.45664826
9250000,1.5551256,45.45079232058871,680.7692307692307,2.3636444,0.045447063,45.45079278573086,0.4191341606828456,4.879787,0.09886803,0.00025377344,0.059815247,0.49069747
9260000,1.5289044,37.26254599856022,190.42857142857142,1.5179212,0.06682271,37.26254928657794,0.22044176954243863,3.7514586,0.096266896,0.0002537209,0.08704388,0.5126529
9270000,1.4313923,17.41974572004711,130.27272727272728,1.9112675,0.093125135,17.419747417623345,0.1805516222322529,1.9991198,0.0957845,0.00025367382,0.093152,0.5286262
9280000,1.4048895,53.19653663413668,15643.533333333333,2.577065,0.09649457,53.19653681033425,7.740046699332379,6.550882,0.09719519,0.00025362612,0.087952696,0.48841715
9290000,1.4825546,15.261652061429798,1052.25,2.3886828,0.096333824,15.261652666820767,0.7118161577576151,2.3456907,0.10392076,0.00025357358,0.08831879,0.6441652
9300000,1.5782436,32.82304472989712,302.3888888888889,2.1978557,0.09330791,34.699048324877744,0.27798222327221406,2.7904878,0.102000095,0.00025352108,0.06965391,0.5539736
9310000,1.5919394,4.871896963590386,564.1111111111111,1.9193714,0.07086216,4.47780570334905,0.6596903394907713,1.6064404,0.100051574,0.00025347323,0.08490616,0.6164024
9320000,1.6098001,1.2958006976593126,4777.578947368421,1.7489322,0.082105726,1.2958006692738036,2.8710850653128306,1.7443091,0.11710824,0.00025342643,0.071124494,0.6317367
9330000,1.555008,-2.9705271470828762,305.1111111111111,1.3936398,0.082858086,-2.8957449755384914,0.4898497143876739,1.1691028,0.10120426,0.00025337358,0.07189454,0.6736426
9340000,1.5234964,-3.2287031488477993,304.6363636363636,1.0000907,0.09555199,-3.257043023252121,0.6569754232962927,0.3339727,0.42132878,0.00025332082,0.0691693,0.51504976
9350000,1.4429332,2.0379248924648925,555.3076923076923,0.9426375,0.07943752,2.037924969987184,0.4872391104626541,0.5266803,0.108963184,0.00025327405,0.067371204,0.3756567
9360000,1.4364811,-14.918749390693847,248.0,1.3934711,0.087710775,-14.918748617172241,0.34409771766513586,0.39581186,0.14471374,0.00025322725,0.05390368,0.38704935
9370000,1.3601708,-4.348676714347886,798.5714285714286,1.0182241,0.08656384,-4.34867730555581,0.9190575835028929,0.7244398,0.11777315,0.00025317614,0.093340255,0.40712538
9380000,1.2833294,-18.38730712840668,24121.285714285714,0.91299963,0.103718854,-18.387307636388336,15.633618909366694,0.60099065,0.09485086,0.00025312483,0.0985402,0.32154068
9390000,1.2946763,-2.16099829940216,468.2857142857143,0.9438037,0.10779917,-2.160997682770842,0.6568526736786485,0.44167656,0.10459449,0.0002530728,0.081426,0.30902457
